parent,daughter,loss,count,erythroxylum_plowmanianum,gentiana_pubigera,persicaria_orientalis,oxyspora_paniculata,caesalpinia_enneaphylla,erythroxylum_coca,stranvaesia_davidiana,blank,cocaine
205.12,67.06,138.06,9,2,2,,1,,4,,,
205.12,69.07,136.05,18,5,2,,6,,5,,,
205.12,71.05,134.07,3,3,,,,,,,,
205.12,71.09,134.03,24,5,3,1,7,1,7,,,
205.12,79.05,126.07,3,1,,,,,2,,,
205.12,81.07,124.05,29,13,2,,6,1,7,,,
205.12,83.05,122.07,7,2,,,3,,2,,,
205.12,83.09,122.03,19,6,2,,6,,5,,,
205.12,85.03,120.09,2,2,,,,,,,,
205.12,85.07,120.05,4,4,,,,,,,,
205.12,85.1,120.02,20,4,2,1,5,1,7,,,
205.12,90.98,114.14,2,1,,,,,1,,,
205.12,91.05,114.07,2,1,,,,,1,,,
205.12,91.48,113.64,2,2,,,,,,,,
205.12,93.07,112.05,16,3,2,,6,,5,,,
205.12,95.09,110.03,29,12,2,,6,1,8,,,
205.12,97.03,108.09,3,3,,,,,,,,
205.12,97.1,108.02,15,3,2,,6,,4,,,
205.12,99.04,106.08,2,2,,,,,,,,
205.12,99.12,106,2,,,,,,2,,,
205.12,105.07,100.05,9,1,1,,3,,4,,,
205.12,107.08,98.04,4,4,,,,,,,,
205.12,107.09,98.03,16,2,2,,6,1,5,,,
205.12,109.06,96.06,3,1,,,1,,1,,,
205.12,109.07,96.05,2,1,,,,,1,,,
205.12,109.1,96.02,20,5,2,,6,,7,,,
205.12,111.04,94.08,5,1,1,,1,1,1,,,
205.12,111.08,94.04,3,1,,,1,,1,,,
205.12,111.12,94,12,2,2,,6,,2,,,
205.12,119.08,86.04,2,2,,,,,,,,
205.12,119.09,86.03,10,,1,,4,1,4,,,
205.12,121.06,84.06,5,2,,,,,2,1,,
205.12,121.1,84.02,14,2,2,,4,1,5,,,
205.12,122.07,83.05,2,2,,,,,,,,
205.12,123.08,82.04,4,2,,,,,2,,,
205.12,123.12,82,10,2,1,,3,,4,,,
205.12,125.06,80.06,5,2,1,,1,,1,,,
205.12,125.09,80.03,2,2,,,,,,,,
205.12,125.1,80.02,2,2,,,,,,,,
205.12,125.13,79.99,4,2,,,,,2,,,
205.12,131.09,74.03,5,,1,,3,,1,,,
205.12,133.1,72.02,10,1,1,,3,1,4,,,
205.12,135.08,70.04,12,2,1,,3,1,5,,,
205.12,135.12,70,12,2,2,,4,,4,,,
205.12,137.06,68.06,10,3,,,3,,4,,,
205.12,137.1,68.02,9,3,,,2,1,3,,,
205.12,137.13,67.99,8,1,2,,4,,1,,,
205.12,139.08,66.04,7,2,,,3,,2,,,
205.12,143.09,62.03,2,,,,1,,1,,,
205.12,145.1,60.02,12,1,2,,4,1,4,,,
205.12,147.08,58.04,4,1,,,,,3,,,
205.12,147.12,58,7,,1,,3,,3,,,
205.12,149.06,56.06,5,,,,2,,3,,,
205.12,149.1,56.02,25,11,1,1,3,2,7,,,
205.12,149.13,55.99,9,2,1,,4,,2,,,
205.12,151.08,54.04,11,3,,,2,,6,,,
205.12,153.09,52.03,3,,,,1,,2,,,
205.12,153.13,51.99,4,2,1,,1,,,,,
205.12,157.1,48.02,5,1,1,,2,,1,,,
205.12,159.12,46,11,1,2,,4,1,3,,,
205.12,161.09,44.03,2,2,,,,,,,,
205.12,161.1,44.02,3,1,,,,1,1,,,
205.12,161.13,43.99,8,1,1,,3,,3,,,
205.12,163.08,42.04,8,2,,,2,,4,,,
205.12,163.11,42.01,21,11,2,1,3,1,3,,,
205.12,163.15,41.97,4,1,1,,,,2,,,
205.12,164.08,41.04,3,3,,,,,,,,
205.12,165.09,40.03,30,18,1,1,3,1,6,,,
205.12,165.13,39.99,2,,,,1,,,1,,
205.12,167.07,38.05,6,1,,,2,,3,,,
205.12,167.11,38.01,2,,,,,,1,1,,
205.12,171.12,34,6,1,,,3,,2,,,
205.12,173.1,32.02,3,,,,,,3,,,
205.12,173.13,31.99,6,,,,3,,3,,,
205.12,175.08,30.04,3,1,,,,,2,,,
205.12,175.11,30.01,10,4,,,2,,4,,,
205.12,175.15,29.97,3,,,,1,1,1,,,
205.12,176.08,29.04,2,2,,,,,,,,
205.12,177.09,28.03,24,11,1,1,3,1,7,,,
205.12,177.13,27.99,5,,2,,3,,,,,
205.12,179.07,26.05,3,1,,,,,2,,,
205.12,179.11,26.01,6,2,,,,,3,1,,
205.12,181.09,24.03,7,1,,,2,,4,,,
205.12,181.12,24,4,2,1,,1,,,,,
205.12,183.14,21.98,2,,1,,1,,,,,
205.12,185.13,19.99,7,,,,4,1,2,,,
205.12,187.11,18.01,3,,,,,,3,,,
205.12,187.15,17.97,3,,1,,2,,,,,
205.12,189.09,16.03,6,2,,,2,,2,,,
205.12,189.13,15.99,5,1,,,2,,2,,,
205.12,191.11,14.01,25,10,1,1,4,1,8,,,
205.12,193.09,12.03,2,,,,,,2,,,
205.12,193.12,12,3,,,,1,,2,,,
205.12,195.1,10.02,3,,,,,,3,,,
205.12,199.15,5.97,5,,1,,3,1,,,,
205.12,201.13,3.99,3,,,,,,3,,,
205.12,202.1,3.02,3,,,,2,,1,,,
205.12,203.11,2.01,11,5,1,,3,,2,,,
205.12,203.14,1.98,4,,,,2,1,1,,,
205.12,204.11,1.01,2,2,,,,,,,,
205.13,84.08,121.05,2,,,,,,2,,,
205.13,89.11,116.02,2,,,,,,2,,,
205.13,105.03,100.1,2,,,,,,2,,,
205.13,145.03,60.1,2,,,,,,2,,,
205.13,162.09,43.04,2,,,,,,2,,,
205.13,176.11,29.02,2,,,,,,2,,,
205.13,177.05,28.08,2,,,,,,2,,,
205.16,55.02,150.14,5,,4,,,1,,,,
205.16,55.05,150.11,2,,,1,1,,,,,
205.16,55.06,150.1,15,2,8,,,3,2,,,
205.16,57.03,148.13,4,,4,,,,,,,
205.16,57.07,148.09,2,,1,,,,1,,,
205.16,67.05,138.11,4,,2,,1,1,,,,
205.16,67.06,138.1,24,2,14,1,2,3,2,,,
205.16,69.03,136.13,4,2,2,,,,,,,
205.16,69.07,136.09,35,3,16,2,4,8,2,,,
205.16,71.05,134.11,2,,1,,,1,,,,
205.16,71.09,134.07,2,2,,,,,,,,
205.16,79.05,126.11,9,1,4,,,2,2,,,
205.16,79.06,126.1,11,2,7,,,2,,,,
205.16,81.03,124.13,2,,2,,,,,,,
205.16,81.07,124.09,55,3,32,3,5,10,2,,,
205.16,83.05,122.11,21,2,8,1,1,8,1,,,
205.16,83.09,122.07,31,3,20,1,2,3,2,,,
205.16,85.07,120.09,4,2,,1,,,1,,,
205.16,89.06,116.1,2,2,,,,,,,,
205.16,90.98,114.18,2,2,,,,,,,,
205.16,91.05,114.11,14,,6,1,2,3,2,,,
205.16,91.06,114.1,5,2,3,,,,,,,
205.16,93.07,112.09,51,3,29,3,5,9,2,,,
205.16,95.05,110.11,11,2,4,,,4,1,,,
205.16,95.09,110.07,55,3,33,3,5,9,2,,,
205.16,97.07,108.09,6,,2,1,,3,,,,
205.16,97.1,108.06,13,2,8,2,,,1,,,
205.16,105.07,100.09,54,3,32,3,5,9,2,,,
205.16,107.05,98.11,5,,5,,,,,,,
205.16,107.09,98.07,58,3,33,3,5,12,2,,,
205.16,108.09,97.07,2,2,,,,,,,,
205.16,109.06,96.1,2,,1,,,1,,,,
205.16,109.07,96.09,12,2,3,2,,4,1,,,
205.16,109.1,96.06,56,3,33,5,5,8,2,,,
205.16,111.04,94.12,7,,2,1,,4,,,,
205.16,111.08,94.08,13,,8,1,3,,1,,,
205.16,113.06,92.1,3,,1,,,2,,,,
205.16,113.1,92.06,3,2,,,,,1,,,
205.16,117.07,88.09,9,2,5,,,1,1,,,
205.16,119.05,86.11,4,,4,,,,,,,
205.16,119.09,86.07,56,3,32,3,5,11,2,,,
205.16,121.06,84.1,4,,2,1,,1,,,,
205.16,121.07,84.09,5,,2,,,3,,,,
205.16,121.1,84.06,57,3,33,2,5,12,2,,,
205.16,121.79,83.37,2,2,,,,,,,,
205.16,122.07,83.09,2,,2,,,,,,,
205.16,123.04,82.12,2,,2,,,,,,,
205.16,123.08,82.08,17,3,5,4,1,3,1,,,
205.16,123.12,82.04,42,3,25,2,4,6,2,,,
205.16,125.06,80.1,2,,,2,,,,,,
205.16,125.1,80.06,12,2,7,,3,,,,,
205.16,131.09,74.07,38,2,20,2,5,7,2,,,
205.16,133.06,72.1,2,,2,,,,,,,
205.16,133.1,72.06,54,3,32,2,5,10,2,,,
205.16,135.08,70.08,13,1,5,1,,5,1,,,
205.16,135.12,70.04,49,2,30,2,5,8,2,,,
205.16,137.1,68.06,6,2,3,,,,1,,,
205.16,137.13,68.03,8,2,4,,1,,1,,,
205.16,139.08,66.08,2,,,2,,,,,,
205.16,139.11,66.05,7,2,3,,1,,1,,,
205.16,143.09,62.07,14,1,4,1,2,4,2,,,
205.16,145.06,60.1,2,,2,,,,,,,
205.16,145.1,60.06,54,3,32,2,5,10,2,,,
205.16,147.04,58.12,4,,4,,,,,,,
205.16,147.08,58.08,8,,4,1,,2,1,,,
205.16,147.12,58.04,54,3,31,3,5,10,2,,,
205.16,149.1,56.06,13,1,7,,,5,,,,
205.16,149.13,56.03,39,2,27,2,4,3,1,,,
205.16,151.08,54.08,2,,,1,,,1,,,
205.16,151.11,54.05,10,2,3,,1,4,,,,
205.16,153.09,52.07,2,,1,1,,,,,,
205.16,157.1,48.06,17,1,7,1,2,4,2,,,
205.16,159.08,46.08,2,,1,,,1,,,,
205.16,159.12,46.04,47,3,29,2,5,6,2,,,
205.16,161.1,44.06,12,,4,1,1,6,,,,
205.16,161.13,44.03,48,3,28,3,5,7,2,,,
205.16,163.08,42.08,2,,,,,2,,,,
205.16,163.11,42.05,19,,13,,,5,1,,,
205.16,163.15,42.01,40,2,28,2,5,2,1,,,
205.16,165.05,40.11,2,,2,,,,,,,
205.16,165.06,40.1,2,,2,,,,,,,
205.16,165.09,40.07,4,,2,1,,,1,,,
205.16,165.13,40.03,3,,1,1,,1,,,,
205.16,169.1,36.06,4,1,1,,,1,1,,,
205.16,171.12,34.04,19,1,7,,3,6,2,,,
205.16,171.71,33.45,2,2,,,,,,,,
205.16,173.1,32.06,3,,1,,,2,,,,
205.16,173.13,32.03,39,3,22,1,5,6,2,,,
205.16,175.11,30.05,4,,1,,,3,,,,
205.16,175.15,30.01,40,2,28,2,5,1,2,,,
205.16,177.13,28.03,5,,3,1,,1,,,,
205.16,177.16,28,38,1,27,1,5,3,1,,,
205.16,177.17,27.99,2,2,,,,,,,,
205.16,183.12,22.04,5,1,,,,2,2,,,
205.16,185.13,20.03,16,2,8,,2,2,2,,,
205.16,187.15,18.01,52,2,30,6,5,7,2,,,
205.16,189.11,16.05,2,,2,,,,,,,
205.16,189.13,16.03,4,,2,,,2,,,,
205.16,189.16,16,38,2,28,1,4,2,1,,,
205.16,191.11,14.05,2,,,,,2,,,,
205.16,191.14,14.02,11,1,5,,3,1,1,,,
205.16,191.18,13.98,29,,24,,5,,,,,
205.16,193.16,12,2,2,,,,,,,,
205.16,197.13,8.03,8,1,1,,,4,2,,,
205.16,199.15,6.01,24,2,13,1,4,2,2,,,
205.16,201.13,4.03,2,,,,,2,,,,
205.16,201.16,4,33,,28,,4,,1,,,
205.16,201.17,3.99,3,2,,,1,,,,,
205.16,203.14,2.02,11,,5,1,2,3,,,,
205.16,203.18,1.98,35,2,27,,5,,1,,,
205.19,67.06,138.13,2,,2,,,,,,,
205.19,69.07,136.12,2,,2,,,,,,,
205.19,81.07,124.12,2,,2,,,,,,,
205.19,83.09,122.1,2,,2,,,,,,,
205.19,93.07,112.12,2,,2,,,,,,,
205.19,95.09,110.1,2,,2,,,,,,,
205.19,105.07,100.12,2,,2,,,,,,,
205.19,107.09,98.1,2,,2,,,,,,,
205.19,109.1,96.09,2,,2,,,,,,,
205.19,119.09,86.1,2,,2,,,,,,,
205.19,121.1,84.09,2,,2,,,,,,,
205.19,123.12,82.07,2,,2,,,,,,,
205.19,133.1,72.09,2,,2,,,,,,,
205.19,135.12,70.07,2,,2,,,,,,,
205.19,147.12,58.07,2,,2,,,,,,,
205.19,149.13,56.06,2,,2,,,,,,,
205.19,161.13,44.06,2,,2,,,,,,,
205.19,163.15,42.04,2,,2,,,,,,,
205.19,175.15,30.04,2,,2,,,,,,,
205.19,177.16,28.03,2,,2,,,,,,,
205.19,187.15,18.04,2,,2,,,,,,,
205.19,189.16,16.03,2,,2,,,,,,,
205.19,191.18,14.01,2,,2,,,,,,,
205.19,203.18,2.01,2,,2,,,,,,,
205.2,55.06,150.14,9,2,5,,1,,1,,,
205.2,57.07,148.13,6,1,2,,2,,1,,,
205.2,67.05,138.15,2,1,,,1,,,,,
205.2,67.06,138.14,9,1,6,,1,,1,,,
205.2,69.07,136.13,13,2,8,,2,,1,,,
205.2,79.05,126.15,2,1,,,,,1,,,
205.2,79.06,126.14,5,1,3,,1,,,,,
205.2,81.07,124.13,16,2,11,,2,,1,,,
205.2,83.09,122.11,13,2,8,,2,,1,,,
205.2,85.1,120.1,2,1,1,,,,,,,
205.2,93.07,112.13,13,2,9,,1,,1,,,
205.2,95.09,110.11,17,3,11,,2,,1,,,
205.2,97.1,108.1,10,2,5,,2,,1,,,
205.2,105.07,100.13,13,1,10,,1,,1,,,
205.2,107.09,98.11,16,2,11,,2,,1,,,
205.2,109.1,96.1,16,2,11,,2,,1,,,
205.2,111.08,94.12,5,1,4,,,,,,,
205.2,111.12,94.08,4,2,1,,,,1,,,
205.2,119.09,86.11,14,2,10,,1,,1,,,
205.2,121.1,84.1,16,2,11,,2,,1,,,
205.2,123.12,82.08,14,2,9,,2,,1,,,
205.2,125.1,80.1,5,1,4,,,,,,,
205.2,131.09,74.11,8,,6,,1,,1,,,
205.2,133.1,72.1,14,1,10,,2,,1,,,
205.2,135.12,70.08,16,2,11,,2,,1,,,
205.2,137.13,68.07,10,2,5,,2,,1,,,
205.2,139.11,66.09,2,,2,,,,,,,
205.2,145.1,60.1,12,1,8,,2,,1,,,
205.2,147.12,58.08,13,1,10,,1,,1,,,
205.2,149.1,56.1,2,,2,,,,,,,
205.2,149.13,56.07,16,2,11,,2,,1,,,
205.2,151.11,54.09,2,,2,,,,,,,
205.2,151.15,54.05,2,,,,1,,1,,,
205.2,153.09,52.11,2,1,1,,,,,,,
205.2,155.11,50.09,2,,2,,,,,,,
205.2,159.12,46.08,13,1,9,,2,,1,,,
205.2,161.13,44.07,13,1,10,,1,,1,,,
205.2,163.11,42.09,3,,3,,,,,,,
205.2,163.15,42.05,14,2,10,,1,,1,,,
205.2,171.12,34.08,2,,1,,1,,,,,
205.2,173.13,32.07,10,1,6,,2,,1,,,
205.2,175.15,30.05,13,1,10,,1,,1,,,
205.2,177.13,28.07,2,,1,,1,,,,,
205.2,177.16,28.04,14,2,10,,1,,1,,,
205.2,179.14,26.06,3,1,2,,,,,,,
205.2,185.13,20.07,3,,2,,1,,,,,
205.2,187.15,18.05,13,1,9,,2,,1,,,
205.2,189.16,16.04,13,1,10,,1,,1,,,
205.2,191.14,14.06,2,,2,,,,,,,
205.2,191.18,14.02,15,2,10,,2,,1,,,
205.2,199.15,6.05,4,,3,,1,,,,,
205.2,201.16,4.04,12,1,9,,1,,1,,,
205.2,203.14,2.06,2,,2,,,,,,,
205.2,203.18,2.02,13,1,10,,1,,1,,,
205.97,55.06,150.91,2,,,,2,,,,,
206.06,182.12,23.94,2,,,,,,2,,,
206.06,190.06,16,2,,,,,,2,,,
206.06,193.08,12.98,2,,,,,,2,,,
206.15,55.05,151.1,4,4,,,,,,,,
206.15,55.06,151.09,4,4,,,,,,,,
206.15,72.08,134.07,3,3,,,,,,,,
206.15,79.05,127.1,3,3,,,,,,,,
206.15,81.02,125.13,2,,,,,,2,,,
206.15,89.06,117.09,2,,,,,,2,,,
206.15,90.98,115.17,2,,,,,,2,,,
206.15,91.05,115.1,3,3,,,,,,,,
206.15,94.03,112.12,2,,,,,,2,,,
206.15,107.05,99.1,10,10,,,,,,,,
206.15,108.04,98.11,2,,,,,,2,,,
206.15,122.06,84.09,2,,,,,,2,,,
206.15,133.09,73.06,2,,,,,,2,,,
206.15,136.07,70.08,4,2,,,,,2,,,
206.15,147.08,59.07,3,3,,,,,,,,
206.15,149.09,57.06,5,5,,,,,,,,
206.15,149.1,57.05,5,5,,,,,,,,
206.15,150.09,56.06,2,,,,,,2,,,
206.15,164.11,42.04,2,,,,,,2,,,
206.15,178.12,28.03,11,9,,,,,2,,,
206.15,192.14,14.01,2,,,,,,2,,,
206.15,195.12,11.03,2,,,,,,2,,,
206.15,204.14,2.01,2,2,,,,,,,,
206.65,55.64,151.01,2,,,,,,,2,,
206.65,56.8,149.85,2,,,,,,,2,,
206.65,59.34,147.31,2,,,,,,,2,,
206.65,62.39,144.26,2,,,,,,,2,,
206.65,65.65,141,2,,,,,,,2,,
206.65,66.89,139.76,2,,,,,,,2,,
206.65,67.25,139.4,2,,,,,,,2,,
206.65,90.04,116.61,2,,,,,,,2,,
206.65,103.64,103.01,2,,,,,,,2,,
206.65,147.04,59.61,2,,,,,,,2,,
206.65,172.19,34.46,2,,,,,,,2,,
206.96,84.96,122,3,,,,,,3,,,
206.96,188.95,18.01,2,,,,,,2,,,
206.97,84.96,122.01,4,3,,,,,1,,,
206.97,102.97,104,4,3,,,,,1,,,
206.97,188.96,18.01,4,3,,,,,1,,,
207.06,82.06,125,2,,,,,,2,,,
207.06,85.03,122.03,2,2,,,,,,,,
207.06,91.05,116.01,3,,,1,,,2,,,
207.06,119.05,88.01,4,2,,,,,2,,,
207.06,123.04,84.02,2,1,,,,,1,,,
207.06,139.04,68.02,2,1,,,,,1,,,
207.06,147.04,60.02,6,3,,,,,3,,,
207.06,161.06,46,2,1,,,,,1,,,
207.06,165.05,42.01,2,1,,,,,1,,,
207.06,175.04,32.02,4,2,,,,,2,,,
207.06,182.12,24.94,2,,,,,,2,,,
207.1,55.06,152.04,3,,,,,,3,,,
207.1,57.03,150.07,2,1,,,,,1,,,
207.1,57.07,150.03,8,5,1,,,,2,,,
207.1,67.06,140.04,7,3,1,,1,,2,,,
207.1,69.07,138.03,13,6,2,,1,,4,,,
207.1,71.09,136.01,10,6,1,,1,,2,,,
207.1,81.07,126.03,11,5,2,,1,,3,,,
207.1,83.09,124.01,10,4,1,,1,,4,,,
207.1,85.03,122.07,3,3,,,,,,,,
207.1,85.1,122,9,6,1,,,,2,,,
207.1,91.04,116.06,2,1,,,,,1,,,
207.1,91.05,116.05,9,4,1,,1,,3,,,
207.1,93.07,114.03,9,3,2,,1,,3,,,
207.1,95.05,112.05,2,,1,,,,1,,,
207.1,95.09,112.01,13,6,2,,1,,4,,,
207.1,97.03,110.07,6,3,1,,,,2,,,
207.1,97.07,110.03,2,1,,,,,1,,,
207.1,97.1,110,6,1,1,,,,4,,,
207.1,105.07,102.03,7,3,2,,1,,1,,,
207.1,107.05,100.05,9,6,1,,,,2,,,
207.1,107.09,100.01,4,,1,,1,,2,,,
207.1,109.03,98.07,6,3,1,,,,2,,,
207.1,109.06,98.04,2,1,,,,,1,,,
207.1,109.1,98,9,4,1,,1,,3,,,
207.1,111.08,96.02,6,3,1,,,,2,,,
207.1,111.12,95.98,3,,1,,,,2,,,
207.1,119.08,88.02,2,1,,,,,1,,,
207.1,119.09,88.01,7,2,2,,1,,2,,,
207.1,121.06,86.04,4,3,,,,,1,,,
207.1,121.1,86,5,,1,,1,,3,,,
207.1,123.04,84.06,5,4,1,,,,,,,
207.1,123.08,84.02,2,1,,,,,1,,,
207.1,123.12,83.98,2,,1,,,,1,,,
207.1,125.06,82.04,2,1,,,,,1,,,
207.1,129.07,78.03,2,2,,,,,,,,
207.1,133.1,74,9,3,2,,1,,3,,,
