,parent,daughter,count
0,55.1,55.0,2
1,55.1,55.1,1
2,55.9,55.1,2
3,56.7,55.1,2
4,57.0,55.1,2
5,57.0,55.9,1
6,57.1,55.1,9
7,57.1,56.7,1
8,58.2,52.6,1
9,59.0,55.1,2
10,59.0,56.7,1
11,59.0,57.1,1
12,60.1,57.0,1
13,61.0,57.0,2
14,61.0,57.1,2
15,62.1,57.1,2
16,63.0,57.1,2
17,67.1,55.0,2
18,67.1,55.1,33
19,67.1,55.9,2
20,67.1,56.7,1
21,67.1,57.0,10
22,67.1,57.1,5
23,67.1,59.0,1
24,67.1,60.0,2
25,67.1,61.0,4
26,67.1,62.1,4
27,67.2,55.1,1
28,67.2,67.1,1
29,68.3,55.1,1
30,68.3,67.1,1
31,68.3,67.2,1
32,68.8,52.6,1
33,68.8,58.2,1
34,69.0,55.0,2
35,69.0,55.1,3
36,69.0,57.0,6
37,69.0,57.1,6
38,69.0,61.0,2
39,69.0,63.0,2
40,69.0,67.1,9
41,69.1,55.0,2
42,69.1,55.1,34
43,69.1,55.9,2
44,69.1,56.7,1
45,69.1,57.0,7
46,69.1,57.1,15
47,69.1,59.0,1
48,69.1,60.0,2
49,69.1,61.0,2
50,69.1,62.1,2
51,69.1,67.1,90
52,69.1,68.0,1
53,69.1,69.0,9
54,70.1,57.0,1
55,70.1,61.0,1
56,70.1,69.0,1
57,70.3,55.1,1
58,70.3,67.1,1
59,70.3,67.2,1
60,70.3,68.3,1
61,70.5,55.1,1
62,70.5,67.1,1
63,70.5,67.2,1
64,70.5,68.3,1
65,70.5,70.3,1
66,71.0,55.0,2
67,71.0,55.1,3
68,71.0,57.1,1
69,71.0,67.1,6
70,71.0,69.0,2
71,71.0,69.1,7
72,71.1,55.1,7
73,71.1,57.1,52
74,71.1,61.0,3
75,71.1,62.1,1
76,71.1,67.1,10
77,71.1,69.0,3
78,71.1,69.1,16
79,71.1,71.0,1
80,72.1,58.1,1
81,73.0,55.0,2
82,73.0,55.1,2
83,73.0,57.0,6
84,73.0,57.1,1
85,73.0,61.0,3
86,73.0,63.0,1
87,73.0,67.1,3
88,73.0,69.0,10
89,73.0,69.1,3
90,73.0,70.1,1
91,73.0,71.0,2
92,73.0,71.1,5
93,73.1,57.1,3
94,73.1,71.1,9
95,74.3,55.1,1
96,74.3,67.1,1
97,74.3,67.2,1
98,74.3,68.3,1
99,74.3,70.3,1
100,74.3,70.5,1
101,79.1,55.0,2
102,79.1,55.1,29
103,79.1,55.9,2
104,79.1,56.7,1
105,79.1,57.0,9
106,79.1,57.1,4
107,79.1,59.0,1
108,79.1,61.0,2
109,79.1,62.1,1
110,79.1,64.3,1
111,79.1,67.1,86
112,79.1,69.0,7
113,79.1,69.1,70
114,79.1,71.0,5
115,79.1,71.1,6
116,79.1,73.0,2
117,79.6,66.6,1
118,80.1,55.9,1
119,80.1,57.0,1
120,80.1,67.1,1
121,80.1,69.1,1
122,80.1,71.1,2
123,80.1,73.0,2
124,80.1,79.1,1
125,81.0,55.0,2
126,81.0,55.1,3
127,81.0,57.0,1
128,81.0,57.1,3
129,81.0,67.1,10
130,81.0,69.0,12
131,81.0,69.1,9
132,81.0,71.0,2
133,81.0,71.1,3
134,81.0,73.0,2
135,81.0,79.1,8
136,81.1,55.0,2
137,81.1,55.1,36
138,81.1,55.9,2
139,81.1,56.7,1
140,81.1,57.0,10
141,81.1,57.1,17
142,81.1,59.0,1
143,81.1,60.0,2
144,81.1,61.0,6
145,81.1,62.1,4
146,81.1,64.3,1
147,81.1,67.1,127
148,81.1,67.2,1
149,81.1,68.3,1
150,81.1,69.0,12
151,81.1,69.1,111
152,81.1,70.3,1
153,81.1,70.5,1
154,81.1,71.0,9
155,81.1,71.1,25
156,81.1,73.0,3
157,81.1,74.3,1
158,81.1,79.1,95
159,81.1,80.1,1
160,81.1,81.0,13
161,82.1,55.9,1
162,82.1,57.0,2
163,82.1,57.1,1
164,82.1,58.1,1
165,82.1,63.0,1
166,82.1,67.1,2
167,82.1,68.0,7
168,82.1,69.0,1
169,82.1,69.1,3
170,82.1,71.1,1
171,82.1,73.0,1
172,82.1,79.1,8
173,82.1,80.1,1
174,82.1,81.0,2
175,82.1,81.1,5
176,82.4,55.1,1
177,82.4,67.1,1
178,82.4,67.2,1
179,82.4,68.3,1
180,82.4,70.3,1
181,82.4,70.5,1
182,82.4,74.3,1
183,82.4,81.1,1
184,83.0,55.1,11
185,83.0,55.9,1
186,83.0,56.7,1
187,83.0,57.0,1
188,83.0,57.1,10
189,83.0,59.0,1
190,83.0,67.1,12
191,83.0,69.0,2
192,83.0,69.1,12
193,83.0,71.1,4
194,83.0,79.1,10
195,83.0,81.0,3
196,83.0,81.1,12
197,83.0,82.1,3
198,83.1,55.0,1
199,83.1,55.1,32
200,83.1,55.9,2
201,83.1,56.7,1
202,83.1,57.0,6
203,83.1,57.1,17
204,83.1,59.0,1
205,83.1,60.0,1
206,83.1,61.0,3
207,83.1,67.1,60
208,83.1,69.0,7
209,83.1,69.1,75
210,83.1,71.0,3
211,83.1,71.1,19
212,83.1,73.0,1
213,83.1,79.1,41
214,83.1,81.0,9
215,83.1,81.1,79
216,83.1,82.1,1
217,83.1,83.0,12
218,84.0,55.1,3
219,84.0,83.1,4
220,84.1,69.0,1
221,84.1,72.1,1
222,84.1,81.0,1
223,84.1,84.0,1
224,85.0,52.6,1
225,85.0,55.0,2
226,85.0,55.1,3
227,85.0,57.0,7
228,85.0,57.1,7
229,85.0,58.2,1
230,85.0,61.0,8
231,85.0,62.1,1
232,85.0,63.0,2
233,85.0,67.1,17
234,85.0,68.0,1
235,85.0,68.8,1
236,85.0,69.0,23
237,85.0,69.1,18
238,85.0,70.1,1
239,85.0,71.0,3
240,85.0,71.1,7
241,85.0,73.0,11
242,85.0,79.1,13
243,85.0,80.9,1
244,85.0,81.0,11
245,85.0,81.1,28
246,85.0,82.1,4
247,85.0,83.1,16
248,85.0,84.1,1
249,85.1,55.1,8
250,85.1,56.7,1
251,85.1,57.0,1
252,85.1,57.1,43
253,85.1,59.0,1
254,85.1,61.0,2
255,85.1,62.1,1
256,85.1,67.1,7
257,85.1,69.0,4
258,85.1,69.1,14
259,85.1,71.0,3
260,85.1,71.1,61
261,85.1,73.0,5
262,85.1,73.1,9
263,85.1,79.1,5
264,85.1,80.1,5
265,85.1,81.0,3
266,85.1,81.1,21
267,85.1,83.0,4
268,85.1,83.1,16
269,85.1,85.0,6
270,86.1,55.9,1
271,86.1,57.0,2
272,86.1,58.1,1
273,86.1,60.1,3
274,86.1,66.6,1
275,86.1,67.1,1
276,86.1,69.1,1
277,86.1,72.1,1
278,86.1,79.1,1
279,86.1,79.6,1
280,86.1,80.1,1
281,86.1,81.1,1
282,86.1,82.1,1
283,87.0,57.1,7
284,87.0,69.0,1
285,87.0,71.1,21
286,87.0,73.0,4
287,87.0,73.1,6
288,87.0,80.1,3
289,87.0,85.0,1
290,87.0,85.1,31
291,87.0,87.0,1
292,88.0,67.1,1
293,88.0,79.1,1
294,88.0,81.1,1
295,88.0,82.1,2
296,89.1,55.1,5
297,89.1,57.1,30
298,89.1,62.1,1
299,89.1,67.1,8
300,89.1,67.2,1
301,89.1,68.3,1
302,89.1,69.0,2
303,89.1,69.1,10
304,89.1,70.3,1
305,89.1,70.5,1
306,89.1,71.0,1
307,89.1,71.1,46
308,89.1,73.0,5
309,89.1,73.1,9
310,89.1,74.3,1
311,89.1,79.1,8
312,89.1,80.1,5
313,89.1,81.0,3
314,89.1,81.1,12
315,89.1,82.1,1
316,89.1,82.4,1
317,89.1,83.0,2
318,89.1,83.1,7
319,89.1,84.1,1
320,89.1,85.0,1
321,89.1,85.1,52
322,89.1,86.1,1
323,89.1,87.0,34
324,89.8,55.1,1
325,89.8,67.1,1
326,89.8,69.1,1
327,89.8,79.1,1
328,89.8,81.1,1
329,91.0,55.1,2
330,91.0,57.1,3
331,91.0,61.0,6
332,91.0,63.0,1
333,91.0,67.1,14
334,91.0,69.0,1
335,91.0,69.1,13
336,91.0,71.1,6
337,91.0,73.0,1
338,91.0,79.1,15
339,91.0,81.0,1
340,91.0,81.1,22
341,91.0,82.1,4
342,91.0,83.1,10
343,91.0,85.0,16
344,91.0,85.1,4
345,91.0,89.8,1
346,91.0,90.2,1
347,91.1,55.0,2
348,91.1,55.1,29
349,91.1,55.9,2
350,91.1,56.7,1
351,91.1,57.0,10
352,91.1,57.1,4
353,91.1,58.1,1
354,91.1,59.0,1
355,91.1,61.0,1
356,91.1,67.1,69
357,91.1,67.2,1
358,91.1,68.3,1
359,91.1,69.0,8
360,91.1,69.1,67
361,91.1,70.3,1
362,91.1,70.5,1
363,91.1,71.0,8
364,91.1,71.1,4
365,91.1,73.0,3
366,91.1,74.3,1
367,91.1,79.1,73
368,91.1,80.1,1
369,91.1,81.0,7
370,91.1,81.1,80
371,91.1,82.1,8
372,91.1,82.4,1
373,91.1,83.0,10
374,91.1,83.1,37
375,91.1,85.0,11
376,91.1,85.1,5
377,91.1,86.1,1
378,91.1,87.0,1
379,91.1,89.1,8
380,91.1,89.8,1
381,91.1,91.0,10
382,91.3,55.1,1
383,91.3,67.1,1
384,91.3,67.2,1
385,91.3,68.3,1
386,91.3,70.3,1
387,91.3,70.5,1
388,91.3,74.3,1
389,91.3,81.1,1
390,91.3,82.4,1
391,91.3,89.1,1
392,91.3,91.1,1
393,91.5,52.6,1
394,91.5,55.1,1
395,91.5,58.2,1
396,91.5,66.6,1
397,91.5,67.1,1
398,91.5,68.8,1
399,91.5,69.1,2
400,91.5,79.1,2
401,91.5,79.6,1
402,91.5,81.1,2
403,91.5,83.1,1
404,91.5,85.0,2
405,91.5,86.1,1
406,91.5,89.1,1
407,91.5,90.2,1
408,91.5,91.0,2
409,91.5,91.1,2
410,93.1,55.0,2
411,93.1,55.1,34
412,93.1,55.9,2
413,93.1,56.7,1
414,93.1,57.0,9
415,93.1,57.1,8
416,93.1,59.0,1
417,93.1,61.0,3
418,93.1,62.1,2
419,93.1,64.3,1
420,93.1,67.1,104
421,93.1,67.2,1
422,93.1,68.3,1
423,93.1,69.0,7
424,93.1,69.1,92
425,93.1,70.3,1
426,93.1,70.5,1
427,93.1,71.0,9
428,93.1,71.1,11
429,93.1,73.0,3
430,93.1,74.3,1
431,93.1,79.1,100
432,93.1,80.1,1
433,93.1,81.0,8
434,93.1,81.1,126
435,93.1,82.1,10
436,93.1,82.4,1
437,93.1,83.0,12
438,93.1,83.1,58
439,93.1,85.0,17
440,93.1,85.1,12
441,93.1,86.1,2
442,93.1,87.0,1
443,93.1,88.0,1
444,93.1,89.1,11
445,93.1,89.8,1
446,93.1,91.0,16
447,93.1,91.1,82
448,93.1,91.3,1
449,93.1,91.5,2
450,94.0,81.0,2
451,94.0,89.1,2
452,94.1,55.1,1
453,94.1,55.9,1
454,94.1,57.0,1
455,94.1,67.1,2
456,94.1,67.2,1
457,94.1,68.3,1
458,94.1,69.1,1
459,94.1,70.3,1
460,94.1,70.5,1
461,94.1,74.3,1
462,94.1,79.1,1
463,94.1,80.1,1
464,94.1,81.1,2
465,94.1,82.1,1
466,94.1,82.4,1
467,94.1,86.1,1
468,94.1,89.1,1
469,94.1,91.1,2
470,94.1,91.3,1
471,94.1,93.1,2
472,95.0,55.1,16
473,95.0,56.7,1
474,95.0,57.0,2
475,95.0,57.1,3
476,95.0,59.0,1
477,95.0,67.1,26
478,95.0,69.0,2
479,95.0,69.1,25
480,95.0,71.0,2
481,95.0,71.1,1
482,95.0,79.1,26
483,95.0,81.0,2
484,95.0,81.1,28
485,95.0,82.1,1
486,95.0,83.0,9
487,95.0,83.1,14
488,95.0,85.0,2
489,95.0,85.1,4
490,95.0,89.1,4
491,95.0,89.8,1
492,95.0,91.0,4
493,95.0,91.1,27
494,95.0,91.5,1
495,95.0,93.1,27
496,95.1,55.0,2
497,95.1,55.1,37
498,95.1,55.9,3
499,95.1,56.7,1
500,95.1,57.0,9
501,95.1,57.1,19
502,95.1,59.0,1
503,95.1,60.0,2
504,95.1,61.0,6
505,95.1,62.1,4
506,95.1,64.3,1
507,95.1,67.1,125
508,95.1,67.2,1
509,95.1,68.3,1
510,95.1,69.0,14
511,95.1,69.1,113
512,95.1,70.3,1
513,95.1,70.5,1
514,95.1,71.0,9
515,95.1,71.1,28
516,95.1,73.0,3
517,95.1,74.3,1
518,95.1,79.1,95
519,95.1,80.1,1
520,95.1,81.0,16
521,95.1,81.1,160
522,95.1,82.1,2
523,95.1,82.4,1
524,95.1,83.0,13
525,95.1,83.1,82
526,95.1,85.0,32
527,95.1,85.1,22
528,95.1,86.1,1
529,95.1,89.1,12
530,95.1,89.8,1
531,95.1,91.0,22
532,95.1,91.1,81
533,95.1,91.3,1
534,95.1,91.5,2
535,95.1,93.1,129
536,95.1,94.1,2
537,95.1,95.0,27
538,95.1,95.1,1
539,96.1,82.1,2
540,97.0,55.0,2
541,97.0,55.1,2
542,97.0,57.0,6
543,97.0,57.1,5
544,97.0,61.0,4
545,97.0,63.0,2
546,97.0,67.1,10
547,97.0,69.0,23
548,97.0,69.1,7
549,97.0,70.1,1
550,97.0,71.0,2
551,97.0,71.1,3
552,97.0,73.0,11
553,97.0,79.1,8
554,97.0,81.0,11
555,97.0,81.1,15
556,97.0,82.1,1
557,97.0,83.1,5
558,97.0,84.1,1
559,97.0,85.0,30
560,97.0,85.1,3
561,97.0,87.0,1
562,97.0,89.0,1
563,97.0,89.1,1
564,97.0,91.0,4
565,97.0,91.1,7
566,97.0,93.1,9
567,97.0,95.0,1
568,97.0,95.1,15
569,97.1,55.1,19
570,97.1,57.0,4
571,97.1,57.1,11
572,97.1,61.0,2
573,97.1,67.1,40
574,97.1,69.0,3
575,97.1,69.1,49
576,97.1,71.0,4
577,97.1,71.1,12
578,97.1,79.1,31
579,97.1,81.0,1
580,97.1,81.1,50
581,97.1,83.0,9
582,97.1,83.1,45
583,97.1,85.0,7
584,97.1,85.1,9
585,97.1,89.1,4
586,97.1,89.8,1
587,97.1,91.0,10
588,97.1,91.1,30
589,97.1,91.5,2
590,97.1,93.1,41
591,97.1,95.0,21
592,97.1,95.1,50
593,97.1,97.1,3
594,98.1,67.1,1
595,98.1,79.1,1
596,98.1,81.1,1
597,98.1,82.1,1
598,98.1,88.0,1
599,98.1,93.1,1
600,99.0,55.0,2
601,99.0,55.1,4
602,99.0,57.1,4
603,99.0,67.1,12
604,99.0,69.0,11
605,99.0,69.1,10
606,99.0,71.0,2
607,99.0,71.1,3
608,99.0,73.0,2
609,99.0,79.1,9
610,99.0,81.0,11
611,99.0,81.1,16
612,99.0,83.0,1
613,99.0,83.1,7
614,99.0,84.1,1
615,99.0,85.0,15
616,99.0,85.1,3
617,99.0,91.0,1
618,99.0,91.1,6
619,99.0,93.1,9
620,99.0,95.0,4
621,99.0,95.1,16
622,99.0,97.0,16
623,99.0,97.1,5
624,99.1,84.0,1
625,99.1,85.0,1
626,99.1,95.1,2
627,100.0,87.0,2
628,100.1,67.1,1
629,100.1,79.1,1
630,100.1,81.1,1
631,100.1,82.1,3
632,100.1,84.1,1
633,100.1,88.0,2
634,100.1,89.1,1
635,100.1,93.1,1
636,100.1,98.1,1
637,101.1,55.1,6
638,101.1,56.7,1
639,101.1,57.1,6
640,101.1,59.0,1
641,101.1,67.1,1
642,101.1,69.1,2
643,101.1,71.1,4
644,101.1,79.1,1
645,101.1,81.1,2
646,101.1,83.0,4
647,101.1,83.1,4
648,101.1,84.0,2
649,101.1,85.1,2
650,101.1,91.1,1
651,101.1,93.1,2
652,101.1,95.0,1
653,101.1,95.1,2
654,101.1,97.1,1
655,102.1,71.1,2
656,102.1,73.0,2
657,102.1,80.1,3
658,102.1,85.1,5
659,102.1,87.0,3
660,102.1,89.1,6
661,102.1,100.1,1
662,103.0,63.0,1
663,103.0,69.0,2
664,103.0,81.0,2
665,103.0,81.1,1
666,103.0,84.1,1
667,103.0,85.0,7
668,103.0,95.0,1
669,103.0,97.0,5
670,103.0,99.0,7
671,103.1,82.1,4
672,103.1,86.1,1
673,104.1,55.9,1
674,104.1,57.0,2
675,104.1,60.1,3
676,104.1,67.1,1
677,104.1,69.1,2
678,104.1,79.1,2
679,104.1,80.1,1
680,104.1,81.1,2
681,104.1,82.1,1
682,104.1,83.1,1
683,104.1,86.1,34
684,104.1,89.1,1
685,104.1,91.0,1
686,104.1,91.1,2
687,104.1,93.1,2
688,104.1,94.1,1
689,104.1,95.1,2
690,104.1,97.1,1
691,105.0,57.0,1
692,105.0,63.0,1
693,105.0,70.1,1
694,105.0,81.1,1
695,105.0,82.1,1
696,105.0,84.1,2
697,105.0,85.0,1
698,105.0,98.1,1
699,105.0,103.0,1
700,105.1,55.0,2
701,105.1,55.1,30
702,105.1,55.9,1
703,105.1,56.7,1
704,105.1,57.0,8
705,105.1,57.1,6
706,105.1,59.0,1
707,105.1,61.0,1
708,105.1,67.1,81
709,105.1,69.0,6
710,105.1,69.1,77
711,105.1,71.0,10
712,105.1,71.1,8
713,105.1,73.0,2
714,105.1,79.1,78
715,105.1,81.0,7
716,105.1,81.1,95
717,105.1,83.0,11
718,105.1,83.1,45
719,105.1,85.0,11
720,105.1,85.1,8
721,105.1,89.1,8
722,105.1,89.8,1
723,105.1,91.0,11
724,105.1,91.1,79
725,105.1,91.5,2
726,105.1,93.1,97
727,105.1,95.0,27
728,105.1,95.1,99
729,105.1,97.0,7
730,105.1,97.1,37
731,105.1,99.0,8
732,105.1,101.1,1
733,105.1,104.1,1
734,106.5,66.6,1
735,106.5,79.6,1
736,106.5,86.1,1
737,106.5,91.5,1
738,107.0,55.1,1
739,107.0,57.0,1
740,107.0,67.1,3
741,107.0,69.1,2
742,107.0,79.1,1
743,107.0,81.1,3
744,107.0,83.1,4
745,107.0,91.1,1
746,107.0,93.1,2
747,107.0,95.1,4
748,107.0,97.1,3
749,107.0,105.1,1
750,107.1,55.0,2
751,107.1,55.1,36
752,107.1,55.9,3
753,107.1,56.7,1
754,107.1,57.0,7
755,107.1,57.1,10
756,107.1,59.0,1
757,107.1,61.0,3
758,107.1,62.1,1
759,107.1,67.1,97
760,107.1,67.2,1
761,107.1,68.3,1
762,107.1,69.0,7
763,107.1,69.1,91
764,107.1,70.3,1
765,107.1,70.5,1
766,107.1,71.0,11
767,107.1,71.1,11
768,107.1,73.0,3
769,107.1,74.3,1
770,107.1,79.1,90
771,107.1,80.1,1
772,107.1,81.0,8
773,107.1,81.1,118
774,107.1,82.1,4
775,107.1,82.4,1
776,107.1,83.0,13
777,107.1,83.1,61
778,107.1,85.0,21
779,107.1,85.1,12
780,107.1,86.1,1
781,107.1,89.1,10
782,107.1,89.8,1
783,107.1,91.0,16
784,107.1,91.1,77
785,107.1,91.3,1
786,107.1,91.5,2
787,107.1,93.1,118
788,107.1,94.1,2
789,107.1,95.0,28
790,107.1,95.1,126
791,107.1,97.0,10
792,107.1,97.1,44
793,107.1,99.0,10
794,107.1,99.1,2
795,107.1,101.1,2
796,107.1,103.0,1
797,107.1,104.1,2
798,107.1,105.1,94
799,107.1,107.0,2
800,108.1,55.9,1
801,108.1,57.0,1
802,108.1,67.1,1
803,108.1,68.0,6
804,108.1,69.1,2
805,108.1,79.1,1
806,108.1,80.1,1
807,108.1,81.1,1
808,108.1,82.1,8
809,108.1,85.0,1
810,108.1,86.1,1
811,108.1,91.1,1
812,108.1,93.1,1
813,108.1,94.1,1
814,108.1,95.1,1
815,108.1,104.1,1
816,108.1,105.0,1
817,108.1,107.1,1
818,109.0,55.0,2
819,109.0,55.1,2
820,109.0,57.1,3
821,109.0,67.1,8
822,109.0,69.0,13
823,109.0,69.1,7
824,109.0,71.0,2
825,109.0,71.1,3
826,109.0,73.0,2
827,109.0,79.1,4
828,109.0,81.0,12
829,109.0,81.1,12
830,109.0,83.1,7
831,109.0,84.1,1
832,109.0,85.0,16
833,109.0,85.1,3
834,109.0,89.1,1
835,109.0,91.1,3
836,109.0,93.1,5
837,109.0,95.0,1
838,109.0,95.1,12
839,109.0,97.0,16
840,109.0,97.1,2
841,109.0,99.0,15
842,109.0,103.0,6
843,109.0,105.1,3
844,109.0,107.0,2
845,109.0,107.1,5
846,109.1,55.0,2
847,109.1,55.1,49
848,109.1,55.9,3
849,109.1,56.7,2
850,109.1,57.0,7
851,109.1,57.1,16
852,109.1,59.0,2
853,109.1,60.0,1
854,109.1,61.0,6
855,109.1,67.1,118
856,109.1,69.0,12
857,109.1,69.1,113
858,109.1,71.0,16
859,109.1,71.1,16
860,109.1,73.0,3
861,109.1,79.1,101
862,109.1,80.1,1
863,109.1,81.0,11
864,109.1,81.1,144
865,109.1,82.1,3
866,109.1,83.0,20
867,109.1,83.1,74
868,109.1,85.0,28
869,109.1,85.1,22
870,109.1,86.1,2
871,109.1,89.1,10
872,109.1,89.8,2
873,109.1,91.0,22
874,109.1,91.1,93
875,109.1,91.5,3
876,109.1,93.1,126
877,109.1,94.1,1
878,109.1,95.0,50
879,109.1,95.1,144
880,109.1,97.0,13
881,109.1,97.1,63
882,109.1,98.1,1
883,109.1,99.0,15
884,109.1,101.1,3
885,109.1,103.0,2
886,109.1,104.1,2
887,109.1,105.0,2
888,109.1,105.1,110
889,109.1,107.0,2
890,109.1,107.1,127
891,109.1,108.1,1
892,109.1,109.0,9
893,109.1,109.1,29
894,109.8,55.1,1
895,109.8,67.1,1
896,109.8,67.2,1
897,109.8,68.3,1
898,109.8,70.3,1
899,109.8,70.5,1
900,109.8,74.3,1
901,109.8,81.1,1
902,109.8,82.4,1
903,109.8,89.1,1
904,109.8,91.1,1
905,109.8,91.3,1
906,109.8,93.1,1
907,109.8,94.1,1
908,109.8,95.1,1
909,109.8,107.1,1
910,110.0,87.0,2
911,110.0,100.0,1
912,110.1,84.1,1
913,111.0,55.1,2
914,111.0,55.9,1
915,111.0,57.1,4
916,111.0,66.6,1
917,111.0,71.1,3
918,111.0,79.6,1
919,111.0,83.0,4
920,111.0,83.1,1
921,111.0,86.1,1
922,111.0,91.5,1
923,111.0,95.1,1
924,111.0,99.0,2
925,111.0,101.1,4
926,111.0,106.5,1
927,111.0,107.1,2
928,111.0,109.1,1
929,111.1,55.1,7
930,111.1,56.7,1
931,111.1,57.1,8
932,111.1,59.0,1
933,111.1,67.1,9
934,111.1,69.0,1
935,111.1,69.1,16
936,111.1,71.0,3
937,111.1,71.1,7
938,111.1,79.1,6
939,111.1,81.1,15
940,111.1,83.0,4
941,111.1,83.1,14
942,111.1,85.1,8
943,111.1,89.1,2
944,111.1,91.1,5
945,111.1,93.1,13
946,111.1,95.0,3
947,111.1,95.1,17
948,111.1,97.1,10
949,111.1,101.1,2
950,111.1,105.1,8
951,111.1,107.0,2
952,111.1,107.1,12
953,111.1,109.0,1
954,111.1,109.1,19
955,112.1,72.1,4
956,112.1,84.1,1
957,113.0,99.0,1
958,113.1,57.0,1
959,113.1,67.1,2
960,113.1,71.1,1
961,113.1,81.1,2
962,113.1,82.1,1
963,113.1,85.1,1
964,113.1,89.1,1
965,113.1,91.0,1
966,113.1,95.0,1
967,113.1,95.1,1
968,113.1,109.1,1
969,115.0,57.0,6
970,115.0,57.1,1
971,115.0,61.0,2
972,115.0,63.0,1
973,115.0,69.0,9
974,115.0,69.1,1
975,115.0,70.1,1
976,115.0,73.0,8
977,115.0,82.1,1
978,115.0,85.0,9
979,115.0,87.0,1
980,115.0,91.1,2
981,115.0,97.0,9
982,115.7,52.6,1
983,115.7,58.2,1
984,115.7,68.8,1
985,115.7,85.0,1
986,115.7,91.5,1
987,116.0,55.1,1
988,116.0,83.1,2
989,116.0,84.0,2
990,116.1,67.1,1
991,116.1,79.1,1
992,116.1,81.1,1
993,116.1,82.1,1
994,116.1,88.0,1
995,116.1,93.1,1
996,116.1,98.1,1
997,116.1,100.1,1
998,117.0,89.0,2
999,117.0,99.0,3
1000,117.0,111.0,2
1001,117.0,113.0,1
1002,117.1,55.0,1
1003,117.1,55.1,21
1004,117.1,56.7,1
1005,117.1,57.0,4
1006,117.1,57.1,3
1007,117.1,59.0,1
1008,117.1,67.1,35
1009,117.1,69.0,4
1010,117.1,69.1,33
1011,117.1,71.0,3
1012,117.1,71.1,1
1013,117.1,73.0,1
1014,117.1,79.1,35
1015,117.1,81.0,3
1016,117.1,81.1,35
1017,117.1,83.0,7
1018,117.1,83.1,21
1019,117.1,85.0,2
1020,117.1,85.1,2
1021,117.1,89.1,5
1022,117.1,91.0,3
1023,117.1,91.1,35
1024,117.1,91.5,1
1025,117.1,93.1,36
1026,117.1,95.0,23
1027,117.1,95.1,36
1028,117.1,97.0,2
1029,117.1,97.1,22
1030,117.1,99.0,4
1031,117.1,101.1,1
1032,117.1,102.1,7
1033,117.1,105.1,36
1034,117.1,107.0,1
1035,117.1,107.1,36
1036,117.1,109.0,2
1037,117.1,109.1,53
1038,117.1,111.1,3
1039,118.0,55.1,1
1040,118.0,69.1,1
1041,118.0,81.1,1
1042,118.0,83.1,1
1043,118.0,85.0,1
1044,118.0,87.0,2
1045,118.0,91.0,1
1046,118.0,95.1,1
1047,118.0,97.1,1
1048,118.0,100.0,1
1049,118.0,107.1,1
1050,118.0,110.0,1
1051,119.0,82.1,4
1052,119.0,91.1,1
1053,119.0,95.0,1
1054,119.0,108.1,1
1055,119.1,55.0,2
1056,119.1,55.1,31
1057,119.1,55.9,1
1058,119.1,56.7,1
1059,119.1,57.0,8
1060,119.1,57.1,7
1061,119.1,59.0,1
1062,119.1,61.0,1
1063,119.1,63.0,2
1064,119.1,67.1,84
1065,119.1,67.2,1
1066,119.1,68.3,1
1067,119.1,69.0,9
1068,119.1,69.1,79
1069,119.1,70.3,1
1070,119.1,70.5,1
1071,119.1,71.0,9
1072,119.1,71.1,7
1073,119.1,73.0,3
1074,119.1,74.3,1
1075,119.1,79.1,78
1076,119.1,81.0,6
1077,119.1,81.1,97
1078,119.1,82.1,2
1079,119.1,82.4,1
1080,119.1,83.0,10
1081,119.1,83.1,46
1082,119.1,85.0,15
1083,119.1,85.1,7
1084,119.1,89.1,9
1085,119.1,89.8,1
1086,119.1,91.0,13
1087,119.1,91.1,82
1088,119.1,91.3,1
1089,119.1,91.5,2
1090,119.1,93.1,99
1091,119.1,94.1,1
1092,119.1,95.0,27
1093,119.1,95.1,102
1094,119.1,97.0,7
1095,119.1,97.1,39
1096,119.1,99.0,6
1097,119.1,101.1,1
1098,119.1,104.1,1
1099,119.1,105.1,97
1100,119.1,107.0,1
1101,119.1,107.1,94
1102,119.1,109.0,3
1103,119.1,109.1,111
1104,119.1,109.8,1
1105,119.1,111.1,8
1106,119.1,115.0,1
1107,119.1,117.1,36
1108,119.1,119.1,1
1109,121.0,57.0,1
1110,121.0,61.0,1
1111,121.0,69.0,1
1112,121.0,73.0,1
1113,121.0,85.0,1
1114,121.0,97.0,1
1115,121.0,115.0,1
1116,121.1,55.0,2
1117,121.1,55.1,41
1118,121.1,55.9,3
1119,121.1,56.7,1
1120,121.1,57.0,6
1121,121.1,57.1,17
1122,121.1,59.0,1
1123,121.1,61.0,4
1124,121.1,67.1,108
1125,121.1,67.2,1
1126,121.1,68.3,1
1127,121.1,69.0,9
1128,121.1,69.1,105
1129,121.1,70.3,1
1130,121.1,70.5,1
1131,121.1,71.0,9
1132,121.1,71.1,25
1133,121.1,73.0,3
1134,121.1,74.3,1
1135,121.1,79.1,97
1136,121.1,80.1,1
1137,121.1,81.0,8
1138,121.1,81.1,131
1139,121.1,82.1,2
1140,121.1,82.4,1
1141,121.1,83.0,15
1142,121.1,83.1,69
1143,121.1,85.0,22
1144,121.1,85.1,24
1145,121.1,86.1,1
1146,121.1,87.0,9
1147,121.1,89.1,21
1148,121.1,89.8,2
1149,121.1,91.0,21
1150,121.1,91.1,82
1151,121.1,91.3,1
1152,121.1,91.5,2
