,parent,loss,count
7244,85.06,26.010000000000005,13
7251,85.06,27.990000000000002,36
7252,85.06,28.03,33
7265,85.06,30.010000000000005,53
7266,85.06,30.04,17
7274,85.06,32.02,13
7286,85.07,1.9799999999999898,34
7287,85.07,2.019999999999996,25
7291,85.07,4.0,36
7300,85.07,6.009999999999991,17
7301,85.07,6.019999999999996,16
7320,85.07,13.97999999999999,19
7321,85.07,14.019999999999996,22
7326,85.07,16.0,35
7327,85.07,16.039999999999992,15
7330,85.07,18.00999999999999,30
7331,85.07,18.019999999999996,13
7363,85.07,27.999999999999993,26
7364,85.07,28.039999999999992,17
7369,85.07,30.00999999999999,22
7397,85.1,2.009999999999991,118
7400,85.1,2.049999999999997,22
7410,85.1,4.030000000000001,105
7411,85.1,4.069999999999993,8
7416,85.1,5.039999999999992,12
7423,85.1,6.039999999999992,13
7424,85.1,6.049999999999997,39
7440,85.1,12.030000000000001,31
7441,85.1,12.039999999999992,11
7442,85.1,12.069999999999993,39
7456,85.1,14.009999999999991,142
7457,85.1,14.019999999999996,13
7458,85.1,14.030000000000001,10
7459,85.1,14.049999999999997,20
7465,85.1,16.03,106
7466,85.1,16.069999999999993,19
7475,85.1,18.039999999999992,40
7476,85.1,18.049999999999997,47
7506,85.1,24.069999999999993,9
7508,85.1,25.019999999999996,11
7524,85.1,27.029999999999994,8
7532,85.1,28.029999999999994,131
7533,85.1,28.069999999999993,28
7547,85.1,30.039999999999992,40
7548,85.1,30.049999999999997,21
7799,86.06,4.990000000000009,8
7839,86.1,1.0,25
7849,86.1,3.009999999999991,22
7857,86.1,5.030000000000001,38
7870,86.1,7.049999999999997,10
7898,86.1,15.009999999999991,25
7900,86.1,15.030000000000001,35
7906,86.1,17.03,32
7910,86.1,19.039999999999992,9
7911,86.1,19.049999999999997,15
7924,86.1,26.019999999999996,53
7935,86.1,28.029999999999994,9
7937,86.1,29.029999999999994,32
7948,86.1,31.049999999999997,9
8135,87.04,1.940000000000012,56
8139,87.04,2.010000000000005,18
8143,87.04,2.960000000000008,13
8146,87.04,3.950000000000003,49
8149,87.04,3.990000000000009,10
8151,87.04,4.980000000000004,12
8155,87.04,5.970000000000013,27
8156,87.04,6.010000000000005,18
8160,87.04,6.980000000000004,12
8167,87.04,7.990000000000009,11
8178,87.04,13.970000000000013,27
8179,87.04,13.980000000000004,14
8180,87.04,14.010000000000005,36
8190,87.04,15.950000000000003,46
8192,87.04,15.990000000000009,21
8193,87.04,16.03,8
8196,87.04,17.970000000000013,35
8197,87.04,18.010000000000005,25
8202,87.04,19.980000000000004,9
8203,87.04,19.99000000000001,11
8220,87.04,26.010000000000005,13
8225,87.04,27.99000000000001,9
8231,87.04,29.970000000000006,42
8233,87.04,30.010000000000005,19
8239,87.04,31.980000000000004,13
8240,87.04,31.99000000000001,10
8241,87.04,32.02,10
8645,89.06,2.019999999999996,66
8650,89.06,2.960000000000008,12
8660,89.06,3.960000000000008,82
8674,89.06,5.969999999999999,76
8677,89.06,6.010000000000005,14
8688,89.06,7.990000000000009,56
8695,89.06,9.0,14
8702,89.06,10.0,13
8703,89.06,10.010000000000005,21
8724,89.06,15.990000000000009,30
8725,89.06,16.0,14
8726,89.06,16.03,22
8740,89.06,17.97,77
8741,89.06,17.980000000000004,11
8743,89.06,18.010000000000005,11
8751,89.06,19.99000000000001,61
8752,89.06,20.03,11
8763,89.06,22.0,26
8764,89.06,22.010000000000005,21
8825,89.06,31.990000000000002,78
8826,89.06,32.03,9
8842,89.06,34.0,30
8843,89.06,34.010000000000005,9
9122,90.06,1.0,43
9123,90.06,3.019999999999996,37
9129,90.06,4.960000000000008,35
9133,90.06,6.969999999999999,27
9138,90.06,8.990000000000009,14
9141,90.06,10.0,11
9154,90.06,16.99000000000001,17
9155,90.06,17.0,8
9156,90.06,17.03,13
9161,90.06,18.97,27
9163,90.06,20.99000000000001,17
9173,90.06,32.99,19
9362,90.98,1.9200000000000017,12
9385,90.98,5.88000000000001,13
9386,90.98,5.920000000000002,20
9389,90.98,6.02000000000001,22
9392,90.98,6.900000000000006,18
9397,90.98,7.890000000000001,33
9398,90.98,7.900000000000006,13
9399,90.98,7.910000000000011,17
9400,90.98,7.930000000000007,27
9405,90.98,8.920000000000002,37
9407,90.98,9.91000000000001,61
9409,90.98,9.950000000000003,12
9423,90.98,11.930000000000007,48
9472,90.98,19.89,18
9474,90.98,19.930000000000007,27
9486,90.98,21.91000000000001,49
9487,90.98,21.950000000000003,20
9499,90.98,23.930000000000007,50
9551,90.98,31.930000000000007,11
9562,90.98,33.910000000000004,38
9563,90.98,33.95,16
9584,90.98,35.93000000000001,42
9585,90.98,35.96,9
9599,90.98,37.940000000000005,12
9663,91.04,4.0,12
9667,91.04,5.940000000000012,17
9668,91.04,5.970000000000013,9
9670,91.04,6.010000000000005,81
9672,91.04,6.960000000000008,9
9674,91.04,7.950000000000003,42
9676,91.04,7.990000000000009,20
9682,91.04,9.970000000000013,59
9683,91.04,10.010000000000005,25
9691,91.04,11.980000000000004,9
9692,91.04,11.990000000000009,33
9707,91.04,18.010000000000005,61
9715,91.04,19.950000000000003,27
9716,91.04,19.99000000000001,25
9717,91.04,20.03,8
9723,91.04,21.970000000000013,48
9724,91.04,22.010000000000005,45
9728,91.04,23.980000000000004,16
9729,91.04,23.99000000000001,36
9748,91.04,30.010000000000005,46
9755,91.04,33.970000000000006,13
9757,91.04,34.010000000000005,29
9761,91.04,35.99000000000001,8
9782,91.05,1.9899999999999949,39
9800,91.05,4.009999999999991,24
9807,91.05,4.950000000000003,18
9819,91.05,5.950000000000003,45
9820,91.05,5.980000000000004,30
9821,91.05,5.989999999999995,53
9822,91.05,6.019999999999996,63
9823,91.05,6.090000000000003,31
9831,91.05,6.969999999999999,36
9841,91.05,7.959999999999994,144
9842,91.05,7.969999999999999,24
9843,91.05,7.980000000000004,101
9844,91.05,8.0,114
9854,91.05,8.980000000000004,16
9855,91.05,8.989999999999995,177
9866,91.05,9.980000000000004,239
9868,91.05,10.019999999999996,43
9880,91.05,11.0,11
9892,91.05,11.989999999999995,31
9893,91.05,12.0,219
9954,91.05,17.989999999999995,10
9955,91.05,18.019999999999996,34
9980,91.05,19.959999999999994,72
9983,91.05,20.0,111
9995,91.05,20.980000000000004,8
10003,91.05,21.980000000000004,196
10004,91.05,22.019999999999996,88
10015,91.05,23.0,14
10027,91.05,23.989999999999995,69
10028,91.05,24.0,179
10059,91.05,26.00999999999999,17
10116,91.05,30.019999999999996,19
10142,91.05,32.0,19
10167,91.05,33.98,115
10170,91.05,34.019999999999996,79
10205,91.05,35.989999999999995,50
10206,91.05,36.0,101
10207,91.05,36.029999999999994,31
10242,91.05,38.01,33
10329,91.08,2.019999999999996,9
10330,91.08,4.039999999999992,8
10331,91.08,5.980000000000004,8
10332,91.08,7.989999999999995,9
10387,91.48,2.4200000000000017,11
10398,91.48,5.38000000000001,9
10402,91.48,6.38000000000001,12
10404,91.48,6.450000000000003,12
10405,91.48,6.52000000000001,9
10407,91.48,7.400000000000006,12
10409,91.48,8.39,20
10414,91.48,9.420000000000002,12
10417,91.48,10.41000000000001,27
10436,91.48,12.430000000000007,16
10460,91.48,18.450000000000003,11
10471,91.48,20.39,13
10477,91.48,22.41000000000001,24
10483,91.48,24.42,8
10484,91.48,24.430000000000007,14
10526,91.48,34.410000000000004,18
10569,91.49,6.390000000000001,8
10572,91.49,8.399999999999991,8
10588,91.49,20.39999999999999,9
10591,91.49,22.42,9
10680,92.06,1.0100000000000051,8
10903,93.03,1.980000000000004,95
10905,93.03,2.049999999999997,16
10911,93.03,8.070000000000007,8
10912,93.03,8.950000000000003,10
10915,93.03,9.960000000000008,60
10916,93.03,9.980000000000004,16
10918,93.03,10.969999999999999,97
10920,93.03,11.960000000000008,23
10924,93.03,13.980000000000004,42
10933,93.03,21.980000000000004,12
10936,93.03,23.960000000000008,8
10937,93.03,24.0,9
10940,93.03,25.980000000000004,26
10952,93.03,37.980000000000004,11
11005,93.07,1.5899999999999892,25
11010,93.07,2.019999999999996,330
11011,93.07,2.029999999999987,51
11014,93.07,2.089999999999989,67
11025,93.07,3.009999999999991,9
11039,93.07,4.009999999999991,48
11058,93.07,6.029999999999987,31
11069,93.07,6.969999999999999,21
11081,93.07,7.969999999999999,72
11083,93.07,8.0,34
11084,93.07,8.009999999999991,63
11085,93.07,8.039999999999992,89
11087,93.07,8.11,37
11095,93.07,8.989999999999995,37
11105,93.07,9.97999999999999,192
11106,93.07,9.989999999999995,26
11107,93.07,10.0,84
11108,93.07,10.019999999999996,121
11119,93.07,11.0,15
11120,93.07,11.009999999999991,151
11132,93.07,12.0,301
11134,93.07,12.039999999999992,52
11147,93.07,13.009999999999991,8
11148,93.07,13.019999999999996,10
11164,93.07,14.009999999999991,40
11165,93.07,14.019999999999996,249
11233,93.07,20.00999999999999,10
11234,93.07,20.039999999999992,59
11263,93.07,21.97999999999999,100
11264,93.07,21.989999999999995,8
11266,93.07,22.019999999999996,126
11279,93.07,23.0,8
11289,93.07,24.0,247
11290,93.07,24.039999999999992,105
11304,93.07,25.019999999999996,13
11317,93.07,26.00999999999999,89
11318,93.07,26.019999999999996,218
11352,93.07,28.029999999999987,15
11399,93.07,31.00999999999999,8
11415,93.07,32.03999999999999,33
11422,93.07,32.989999999999995,9
11437,93.07,34.019999999999996,25
11463,93.07,35.99999999999999,141
11464,93.07,36.03999999999999,97
11499,93.07,38.00999999999999,63
11500,93.07,38.019999999999996,122
11501,93.07,38.04999999999999,42
11538,93.07,40.029999999999994,34
11887,94.06,1.0300000000000011,12
11890,94.06,3.010000000000005,21
11897,94.06,10.990000000000009,17
11901,94.06,12.0,21
11906,94.06,15.010000000000005,8
11925,94.07,1.0,18
11930,94.07,3.019999999999996,17
11944,94.07,10.97999999999999,14
11952,94.07,13.0,17
11958,94.07,15.019999999999996,13
11977,94.07,25.0,15
11983,94.07,27.00999999999999,9
11995,94.07,36.99999999999999,9
12153,95.05,1.980000000000004,149
12155,95.05,2.019999999999996,17
12163,95.05,3.569999999999993,11
12166,95.05,4.0,137
12167,95.05,4.009999999999991,12
12169,95.05,4.069999999999993,28
12186,95.05,5.989999999999995,20
12201,95.05,8.009999999999991,10
12209,95.05,8.950000000000003,8
12215,95.05,9.950000000000003,19
12216,95.05,9.980000000000004,22
12217,95.05,9.989999999999995,38
12218,95.05,10.019999999999996,33
12220,95.05,10.090000000000003,11
12226,95.05,10.969999999999999,19
12231,95.05,11.959999999999994,85
12232,95.05,11.969999999999999,13
12233,95.05,11.980000000000004,17
12234,95.05,12.0,82
12242,95.05,12.989999999999995,43
12250,95.05,13.980000000000004,142
12252,95.05,14.019999999999996,38
12267,95.05,15.989999999999995,20
12268,95.05,16.0,120
12304,95.05,22.019999999999996,19
12321,95.05,23.959999999999994,28
12322,95.05,24.0,81
12333,95.05,25.980000000000004,111
12334,95.05,26.019999999999996,63
12343,95.05,27.989999999999995,39
12344,95.05,28.0,111
12364,95.05,30.00999999999999,8
12419,95.05,36.0,19
12434,95.05,37.98,57
12435,95.05,38.019999999999996,47
12462,95.05,39.989999999999995,29
12463,95.05,40.0,52
12464,95.05,40.029999999999994,27
12486,95.05,42.01,28
12547,95.08,2.010000000000005,171
12549,95.08,2.049999999999997,16
12558,95.08,3.5999999999999943,15
12559,95.08,4.030000000000001,136
12560,95.08,4.039999999999992,27
12563,95.08,4.099999999999994,53
12580,95.08,6.019999999999996,17
12597,95.08,8.980000000000004,24
12608,95.08,9.980000000000004,54
12609,95.08,10.019999999999996,67
12610,95.08,10.049999999999997,51
12612,95.08,10.120000000000005,27
12617,95.08,11.0,20
12622,95.08,11.989999999999995,125
12623,95.08,12.0,29
12624,95.08,12.010000000000005,18
12625,95.08,12.030000000000001,74
12633,95.08,13.019999999999996,43
12639,95.08,14.010000000000005,196
12641,95.08,14.049999999999997,34
12662,95.08,16.03,147
12701,95.08,22.049999999999997,46
12716,95.08,23.989999999999995,68
12718,95.08,24.010000000000005,16
12719,95.08,24.03,81
12734,95.08,26.010000000000005,164
12735,95.08,26.049999999999997,65
12744,95.08,27.03,9
12753,95.08,28.03,186
12773,95.08,30.039999999999992,10
12794,95.08,33.019999999999996,12
12807,95.08,34.05,18
12814,95.08,35.0,20
12821,95.08,36.03,17
12830,95.08,37.01,12
12839,95.08,38.01,104
12840,95.08,38.05,73
12864,95.08,40.03,120
12865,95.08,40.059999999999995,34
12884,95.08,42.04,29
12906,95.09,1.0200000000000102,10
12917,95.09,2.0200000000000102,113
12929,95.09,3.6099999999999994,13
12933,95.09,4.040000000000006,82
12934,95.09,4.049999999999997,32
12942,95.09,5.030000000000001,12
12947,95.09,6.030000000000001,39
12959,95.09,8.049999999999997,14
12963,95.09,8.990000000000009,14
12969,95.09,9.990000000000009,56
12970,95.09,10.02000000000001,34
12972,95.09,10.060000000000002,43
12983,95.09,12.0,114
12986,95.09,12.040000000000006,37
12992,95.09,13.02000000000001,9
13000,95.09,14.02000000000001,144
13001,95.09,14.060000000000002,15
13018,95.09,16.03,39
13019,95.09,16.040000000000006,60
13050,95.09,22.02000000000001,14
13052,95.09,22.060000000000002,24
13070,95.09,24.0,76
13073,95.09,24.040000000000006,36
13088,95.09,26.02000000000001,125
13089,95.09,26.060000000000002,35
13099,95.09,28.03,97
13100,95.09,28.040000000000006,40
13153,95.09,34.06,18
13167,95.09,36.040000000000006,9
13185,95.09,38.02,94
13186,95.09,38.06,30
13205,95.09,40.03,72
13230,95.09,42.050000000000004,12
13411,96.08,1.0,11
13415,96.08,2.019999999999996,14
13416,96.08,3.010000000000005,64
13417,96.08,3.049999999999997,37
13419,96.08,5.030000000000001,64
13421,96.08,5.099999999999994,13
13432,96.08,11.049999999999997,10
13433,96.08,11.120000000000005,10
13434,96.08,12.0,12
13438,96.08,13.010000000000005,54
13441,96.08,14.019999999999996,64
13442,96.08,15.010000000000005,19
13449,96.08,17.03,25
13464,96.08,27.010000000000005,8
13471,96.08,29.03,16
13497,96.09,1.0,10
13502,96.09,3.0200000000000102,15
13509,96.09,5.040000000000006,15
13520,96.09,13.0,14
13527,96.09,15.02000000000001,18
13533,96.09,17.040000000000006,9
13542,96.09,27.02000000000001,15
13545,96.09,29.03,10
13556,96.09,39.02,9
13561,96.09,41.03,8
13888,97.03,1.9399999999999977,37
13889,97.03,1.9500000000000028,50
13891,97.03,1.980000000000004,37
13902,97.03,3.960000000000008,83
13913,97.03,5.549999999999997,12
13915,97.03,5.980000000000004,61
13916,97.03,5.989999999999995,79
13937,97.03,9.989999999999995,19
13944,97.03,11.930000000000007,23
13945,97.03,11.960000000000008,13
13946,97.03,11.969999999999999,12
13947,97.03,12.0,130
13952,97.03,12.950000000000003,23
13956,97.03,13.939999999999998,65
13959,97.03,13.980000000000004,32
13963,97.03,14.969999999999999,24
13967,97.03,15.960000000000008,96
13969,97.03,16.0,64
13986,97.03,17.97,12
13987,97.03,17.980000000000004,60
14009,97.03,24.0,100
14024,97.03,25.939999999999998,39
14025,97.03,25.980000000000004,57
14026,97.03,26.019999999999996,8
14034,97.03,27.960000000000008,76
14035,97.03,28.0,94
14044,97.03,29.97,21
14045,97.03,29.980000000000004,69
14078,97.03,36.0,65
14097,97.03,39.96,31
14099,97.03,40.0,68
14107,97.03,41.97,8
14108,97.03,41.980000000000004,27
14109,97.03,42.01,24
14117,97.03,43.99,15
14148,97.06,1.9699999999999989,9
14149,97.06,1.980000000000004,94
14150,97.06,2.010000000000005,64
14159,97.06,3.990000000000009,103
14168,97.06,5.579999999999998,9
14169,97.06,6.010000000000005,87
14170,97.06,6.019999999999996,17
14172,97.06,6.079999999999998,26
14184,97.06,8.0,9
14193,97.06,10.019999999999996,8
14203,97.06,11.960000000000008,17
14205,97.06,12.0,50
14207,97.06,12.030000000000001,30
14209,97.06,12.100000000000009,11
14212,97.06,12.980000000000004,11
14217,97.06,13.969999999999999,75
14218,97.06,13.980000000000004,16
14219,97.06,13.990000000000009,8
14220,97.06,14.010000000000005,64
14225,97.06,15.0,14
14229,97.06,15.990000000000009,99
14231,97.06,16.03,23
14247,97.06,18.010000000000005,97
14274,97.06,24.03,19
14285,97.06,25.97,28
14286,97.06,26.010000000000005,65
14298,97.06,27.99000000000001,95
14299,97.06,28.03,44
14314,97.06,30.010000000000005,96
14350,97.06,36.03,8
14356,97.06,38.010000000000005,13
14370,97.06,39.99,46
14371,97.06,40.03,46
14389,97.06,42.010000000000005,71
14390,97.06,42.04,24
14404,97.06,44.02,18
14415,97.07,1.9799999999999898,51
14417,97.07,2.019999999999996,32
14424,97.07,4.0,50
14433,97.07,6.019999999999996,43
14434,97.07,6.029999999999987,13
14441,97.07,8.009999999999991,12
