,parent,daughter,count
38750,129.07,105.04,8
38753,129.07,105.07,73
38759,129.07,107.05,20
38761,129.07,107.08,41
38762,129.07,107.09,35
38771,129.07,109.06,41
38772,129.07,109.07,17
38774,129.07,109.1,70
38784,129.07,111.08,44
38801,129.07,115.05,8
38806,129.07,117.07,69
38814,129.07,119.08,45
38815,129.07,119.09,35
38819,129.07,120.09,10
38821,129.07,121.06,32
38824,129.07,121.1,71
38831,129.07,123.08,56
38833,129.07,123.12,60
38840,129.07,125.09,11
38841,129.07,125.1,11
38853,129.07,128.06,16
38964,129.14,72.08,9
38969,129.14,84.08,8
38983,129.14,112.11,9
39387,130.08,55.05,11
39396,130.08,57.07,14
39417,130.08,67.05,14
39422,130.08,69.03,11
39423,130.08,69.07,17
39426,130.08,71.05,11
39435,130.08,79.05,15
39441,130.08,81.07,17
39443,130.08,83.05,12
39445,130.08,83.09,10
39451,130.08,85.06,8
39466,130.08,91.05,16
39471,130.08,93.07,18
39473,130.08,95.05,17
39474,130.08,95.08,13
39479,130.08,97.06,11
39495,130.08,105.07,17
39500,130.08,107.08,12
39501,130.08,107.09,8
39506,130.08,109.06,10
39508,130.08,109.1,16
39522,130.08,117.07,17
39526,130.08,119.08,13
39530,130.08,120.09,8
39531,130.08,121.06,12
39533,130.08,121.1,17
39538,130.08,123.08,16
39539,130.08,123.12,14
39547,130.08,128.06,14
39548,130.08,129.07,16
39674,131.0,56.96,10
39720,131.0,98.97,9
39735,131.0,112.99,9
39888,131.05,67.05,8
39911,131.05,82.06,40
39913,131.05,83.07,31
39929,131.05,91.05,34
39932,131.05,93.03,16
39933,131.05,93.07,28
39937,131.05,95.08,8
39939,131.05,96.08,21
39954,131.05,103.05,25
39964,131.05,108.08,33
39976,131.05,119.05,33
39984,131.05,122.1,29
39988,131.05,124.11,8
40005,131.07,57.07,13
40015,131.07,69.07,16
40017,131.07,71.09,26
40023,131.07,73.03,17
40024,131.07,73.06,9
40025,131.07,73.07,19
40038,131.07,80.06,11
40041,131.07,81.07,8
40046,131.07,83.09,28
40049,131.07,85.1,39
40054,131.07,86.1,8
40057,131.07,87.04,43
40059,131.07,89.06,45
40063,131.07,90.06,28
40064,131.07,91.05,9
40066,131.07,91.08,8
40070,131.07,93.07,10
40074,131.07,95.09,9
40076,131.07,97.1,38
40079,131.07,99.12,32
40081,131.07,102.07,26
40095,131.07,107.07,32
40101,131.07,111.07,10
40102,131.07,111.12,37
40105,131.07,113.06,13
40106,131.07,113.13,10
40112,131.07,117.09,44
40125,131.07,121.06,8
40132,131.07,124.08,26
40136,131.07,125.13,14
40138,131.07,127.15,8
40155,131.08,53.04,19
40169,131.08,55.02,19
40170,131.08,55.05,77
40190,131.08,57.03,37
40192,131.08,57.07,43
40203,131.08,59.05,16
40234,131.08,65.04,8
40250,131.08,67.05,96
40264,131.08,69.03,42
40265,131.08,69.07,90
40276,131.08,71.05,59
40277,131.08,71.09,16
40288,131.08,73.03,12
40310,131.08,79.05,99
40326,131.08,81.03,19
40328,131.08,81.07,95
40332,131.08,82.06,10
40338,131.08,83.05,60
40340,131.08,83.08,17
40341,131.08,83.09,67
40350,131.08,84.96,13
40352,131.08,85.03,23
40353,131.08,85.06,53
40392,131.08,90.98,27
40394,131.08,91.04,10
40395,131.08,91.05,94
40402,131.08,93.07,101
40409,131.08,95.05,63
40410,131.08,95.08,96
40423,131.08,97.03,19
40425,131.08,97.06,72
40428,131.08,97.1,46
40437,131.08,99.04,23
40438,131.08,99.08,21
40466,131.08,105.04,8
40469,131.08,105.07,90
40479,131.08,107.05,32
40480,131.08,107.08,98
40486,131.08,108.08,8
40491,131.08,109.03,8
40492,131.08,109.06,57
40495,131.08,109.1,89
40506,131.08,111.04,15
40508,131.08,111.08,50
40509,131.08,111.12,15
40518,131.08,113.06,8
40527,131.08,115.05,9
40535,131.08,117.07,67
40541,131.08,119.05,11
40543,131.08,119.08,94
40552,131.08,121.06,43
40553,131.08,121.1,98
40559,131.08,123.08,51
40561,131.08,123.12,66
40566,131.08,125.06,14
40567,131.08,125.09,23
40568,131.08,125.1,8
40581,131.08,127.04,12
40590,131.08,128.06,15
40595,131.08,129.07,41
40599,131.08,130.08,13
40622,131.09,53.04,10
40642,131.09,55.06,46
40658,131.09,57.03,18
40659,131.09,57.07,53
40717,131.09,67.05,24
40718,131.09,67.06,57
40725,131.09,69.03,21
40726,131.09,69.07,72
40735,131.09,71.05,31
40737,131.09,71.09,38
40769,131.09,79.05,41
40770,131.09,79.06,25
40782,131.09,81.07,75
40792,131.09,83.05,31
40794,131.09,83.09,69
40804,131.09,85.03,17
40806,131.09,85.07,29
40807,131.09,85.1,26
40821,131.09,89.06,19
40828,131.09,91.04,12
40829,131.09,91.05,60
40838,131.09,93.07,68
40845,131.09,95.05,39
40848,131.09,95.09,69
40851,131.09,96.09,9
40856,131.09,97.03,15
40858,131.09,97.07,43
40859,131.09,97.1,55
40862,131.09,99.08,15
40890,131.09,105.07,67
40895,131.09,107.05,9
40898,131.09,107.09,66
40906,131.09,109.06,9
40907,131.09,109.07,29
40909,131.09,109.1,71
40914,131.09,111.08,37
40915,131.09,111.12,26
40935,131.09,117.07,52
40942,131.09,119.09,65
40947,131.09,121.06,9
40948,131.09,121.07,9
40950,131.09,121.1,69
40954,131.09,122.1,8
40958,131.09,123.08,38
40959,131.09,123.12,69
40966,131.09,125.1,16
40970,131.09,127.04,9
40979,131.09,129.07,34
41161,132.05,82.06,14
41162,132.05,83.07,8
41167,132.05,91.05,12
41171,132.05,93.07,9
41174,132.05,96.08,8
41179,132.05,103.05,12
41181,132.05,108.08,12
41185,132.05,119.05,12
41187,132.05,122.1,10
41194,132.05,131.05,16
41669,133.05,57.03,15
41673,133.05,61.03,12
41678,133.05,69.03,15
41682,133.05,71.01,8
41683,133.05,71.05,8
41687,133.05,73.03,16
41690,133.05,81.03,10
41696,133.05,85.03,16
41700,133.05,87.04,10
41709,133.05,97.03,16
41712,133.05,99.04,11
41715,133.05,103.04,11
41721,133.05,109.03,9
41727,133.05,115.04,15
41741,133.05,127.04,14
41761,133.06,55.05,16
41768,133.06,57.03,10
41770,133.06,57.07,15
41791,133.06,67.05,21
41795,133.06,69.03,19
41796,133.06,69.07,19
41801,133.06,71.05,14
41817,133.06,79.05,22
41822,133.06,81.03,8
41824,133.06,81.07,21
41830,133.06,83.05,19
41833,133.06,83.09,12
41836,133.06,85.06,12
41847,133.06,90.98,9
41850,133.06,91.05,28
41855,133.06,93.07,24
41859,133.06,95.05,22
41860,133.06,95.08,22
41864,133.06,97.06,17
41867,133.06,97.1,8
41885,133.06,105.07,23
41887,133.06,107.05,15
41889,133.06,107.08,18
41896,133.06,109.06,18
41898,133.06,109.1,18
41903,133.06,111.08,12
41914,133.06,117.07,18
41916,133.06,119.05,9
41917,133.06,119.08,20
41923,133.06,121.06,16
41926,133.06,121.1,18
41930,133.06,123.08,18
41932,133.06,123.12,13
41935,133.06,125.09,8
41944,133.06,128.06,8
41947,133.06,129.07,15
41951,133.06,131.08,20
41987,133.07,79.05,8
42002,133.07,91.05,9
42004,133.07,93.07,8
42047,133.07,123.08,8
42082,133.08,57.07,29
42098,133.08,69.07,8
42101,133.08,71.09,27
42107,133.08,73.06,14
42121,133.08,81.07,8
42128,133.08,83.09,8
42134,133.08,85.1,24
42140,133.08,87.04,25
42142,133.08,89.06,38
42145,133.08,90.06,15
42148,133.08,91.05,12
42154,133.08,93.07,13
42186,133.08,107.07,20
42220,133.08,121.06,11
42245,133.08,131.07,12
42260,133.09,55.06,20
42265,133.09,57.07,30
42286,133.09,67.06,16
42293,133.09,69.07,36
42296,133.09,71.09,35
42303,133.09,73.03,16
42304,133.09,73.07,27
42311,133.09,79.05,8
42312,133.09,79.06,9
42314,133.09,80.06,12
42319,133.09,81.07,26
42328,133.09,83.09,51
42337,133.09,85.1,44
42345,133.09,87.04,41
42351,133.09,89.06,53
42355,133.09,90.06,27
42360,133.09,91.05,11
42362,133.09,91.08,9
42368,133.09,93.07,16
42376,133.09,95.05,9
42379,133.09,95.09,26
42386,133.09,97.1,53
42393,133.09,99.12,38
42399,133.09,102.07,23
42413,133.09,105.07,14
42420,133.09,107.07,32
42422,133.09,107.09,14
42431,133.09,109.1,22
42433,133.09,111.07,10
42435,133.09,111.12,47
42439,133.09,113.06,14
42440,133.09,113.13,14
42443,133.09,115.08,8
42446,133.09,117.07,9
42447,133.09,117.09,48
42454,133.09,119.09,14
42460,133.09,121.1,17
42466,133.09,123.08,10
42468,133.09,123.12,16
42470,133.09,124.08,24
42479,133.09,125.13,14
42487,133.09,129.07,9
42491,133.09,131.07,41
42493,133.09,131.09,10
42530,133.1,53.04,30
42560,133.1,55.02,26
42561,133.1,55.05,79
42562,133.1,55.06,54
42591,133.1,57.03,59
42592,133.1,57.07,105
42612,133.1,59.05,23
42633,133.1,61.03,13
42681,133.1,65.04,12
42710,133.1,67.05,128
42711,133.1,67.06,77
42726,133.1,69.03,66
42727,133.1,69.07,184
42745,133.1,71.05,89
42747,133.1,71.09,62
42773,133.1,73.03,31
42819,133.1,79.05,146
42820,133.1,79.06,36
42844,133.1,81.03,34
42846,133.1,81.07,196
42855,133.1,82.06,11
42856,133.1,82.07,13
42866,133.1,83.05,101
42868,133.1,83.08,19
42869,133.1,83.09,148
42877,133.1,84.08,9
42883,133.1,84.96,18
42885,133.1,85.03,57
42886,133.1,85.06,53
42887,133.1,85.07,31
42888,133.1,85.1,41
42900,133.1,86.1,13
42907,133.1,87.04,12
42925,133.1,89.06,32
42945,133.1,90.98,35
42948,133.1,91.04,30
42949,133.1,91.05,168
42952,133.1,91.48,13
42968,133.1,93.07,190
42980,133.1,94.07,13
42985,133.1,95.05,111
42987,133.1,95.08,104
42988,133.1,95.09,92
42992,133.1,96.09,12
43004,133.1,97.03,45
43006,133.1,97.06,78
43007,133.1,97.07,48
43009,133.1,97.1,112
43022,133.1,99.04,33
43023,133.1,99.08,36
43040,133.1,101.06,9
43077,133.1,105.04,10
43080,133.1,105.07,179
43093,133.1,107.05,40
43095,133.1,107.08,108
43096,133.1,107.09,86
43100,133.1,108.08,12
43108,133.1,109.03,18
43109,133.1,109.06,67
43110,133.1,109.07,32
43112,133.1,109.1,179
43127,133.1,111.04,22
43129,133.1,111.08,91
43130,133.1,111.12,45
43148,133.1,113.06,13
43150,133.1,113.1,11
43162,133.1,115.05,8
43174,133.1,117.07,117
43188,133.1,119.05,11
43190,133.1,119.08,104
43191,133.1,119.09,84
43198,133.1,120.09,12
43204,133.1,121.06,56
43207,133.1,121.1,183
43208,133.1,121.11,8
43214,133.1,122.1,18
43217,133.1,123.04,8
43219,133.1,123.08,89
43221,133.1,123.12,139
43232,133.1,125.06,21
43233,133.1,125.09,22
43234,133.1,125.1,24
43255,133.1,127.04,28
43257,133.1,127.07,8
43266,133.1,128.06,17
43278,133.1,129.07,71
43286,133.1,130.08,17
43291,133.1,131.08,86
43292,133.1,131.09,66
43549,134.09,71.09,8
43555,134.09,80.06,10
43557,134.09,83.09,13
43558,134.09,85.1,16
43562,134.09,87.04,17
43563,134.09,89.06,21
43564,134.09,90.06,20
43569,134.09,97.1,20
43573,134.09,99.12,16
43574,134.09,102.07,22
43583,134.09,107.07,19
43587,134.09,111.07,10
43588,134.09,111.12,22
43590,134.09,113.06,9
43594,134.09,117.09,23
43600,134.09,124.08,23
43606,134.09,131.07,23
43608,134.09,133.09,23
44071,135.04,82.06,11
44079,135.04,89.04,11
44082,135.04,91.05,8
44100,135.04,108.08,9
44107,135.04,117.03,13
44108,135.04,119.05,9
44180,135.08,53.04,22
44202,135.08,55.02,21
44203,135.08,55.05,48
44204,135.08,55.06,31
44230,135.08,57.03,37
44231,135.08,57.07,67
44244,135.08,59.05,22
44305,135.08,67.05,71
44306,135.08,67.06,30
44316,135.08,69.03,51
44317,135.08,69.07,93
44328,135.08,71.05,58
44330,135.08,71.09,31
44342,135.08,73.03,12
44373,135.08,79.05,84
44374,135.08,79.06,13
44391,135.08,81.03,22
44393,135.08,81.07,98
44400,135.08,82.06,12
44406,135.08,83.05,70
44408,135.08,83.08,13
44409,135.08,83.09,69
44419,135.08,84.96,10
44421,135.08,85.03,17
44422,135.08,85.06,37
44423,135.08,85.07,16
44424,135.08,85.1,26
44436,135.08,87.04,18
44447,135.08,89.06,21
44459,135.08,90.98,27
44462,135.08,91.05,91
44465,135.08,91.48,8
44471,135.08,93.07,108
44480,135.08,95.05,79
44481,135.08,95.08,56
44482,135.08,95.09,39
44494,135.08,97.03,15
44496,135.08,97.06,52
44497,135.08,97.07,21
44499,135.08,97.1,47
44508,135.08,99.04,17
44509,135.08,99.08,19
44528,135.08,103.04,8
44541,135.08,105.04,8
44544,135.08,105.07,91
44554,135.08,107.05,34
44556,135.08,107.08,64
44557,135.08,107.09,39
44561,135.08,108.08,11
44568,135.08,109.06,61
44569,135.08,109.07,19
44572,135.08,109.1,87
44581,135.08,111.04,11
44583,135.08,111.08,62
44584,135.08,111.12,17
44597,135.08,113.06,10
44599,135.08,113.1,10
44607,135.08,115.05,8
44614,135.08,117.07,73
44625,135.08,119.05,19
44627,135.08,119.08,62
44628,135.08,119.09,35
44633,135.08,120.09,9
44638,135.08,121.06,58
44639,135.08,121.07,8
44641,135.08,121.1,89
44646,135.08,122.1,16
44648,135.08,123.04,9
44649,135.08,123.08,69
44651,135.08,123.12,68
44661,135.08,125.06,17
44662,135.08,125.09,17
44663,135.08,125.1,14
44675,135.08,127.04,10
44685,135.08,128.06,16
44689,135.08,129.07,49
44694,135.08,130.08,16
44698,135.08,131.08,52
44699,135.08,131.09,35
44705,135.08,133.06,17
44707,135.08,133.08,8
44709,135.08,133.1,84
44822,135.12,53.04,29
44853,135.12,55.02,31
44854,135.12,55.05,86
44855,135.12,55.06,57
44887,135.12,57.03,71
44888,135.12,57.07,114
44913,135.12,59.05,21
44932,135.12,61.03,27
44981,135.12,65.04,12
45009,135.12,67.05,138
45010,135.12,67.06,78
45027,135.12,69.03,70
45028,135.12,69.07,199
45046,135.12,71.05,89
45049,135.12,71.09,79
45075,135.12,73.03,45
45127,135.12,79.05,158
45128,135.12,79.06,34
45154,135.12,81.03,35
45156,135.12,81.07,209
45167,135.12,82.07,14
45175,135.12,83.05,91
45177,135.12,83.08,17
45178,135.12,83.09,168
45185,135.12,84.08,8
45191,135.12,84.96,15
45193,135.12,85.03,75
45194,135.12,85.06,54
45195,135.12,85.07,34
45196,135.12,85.1,51
45205,135.12,86.1,12
45211,135.12,87.04,13
45227,135.12,89.06,30
45247,135.12,90.98,36
45250,135.12,91.04,44
45251,135.12,91.05,160
45254,135.12,91.48,16
45269,135.12,93.07,206
45281,135.12,94.07,15
45286,135.12,95.05,95
45288,135.12,95.08,117
45289,135.12,95.09,103
45294,135.12,96.09,14
45304,135.12,97.03,65
45306,135.12,97.06,79
45307,135.12,97.07,50
45309,135.12,97.1,131
45321,135.12,98.98,9
45322,135.12,99.04,36
45323,135.12,99.08,42
45376,135.12,105.04,9
45379,135.12,105.07,164
45392,135.12,107.05,43
45394,135.12,107.08,116
45395,135.12,107.09,91
45402,135.12,108.08,8
45409,135.12,109.03,18
45410,135.12,109.06,55
45411,135.12,109.07,31
45413,135.12,109.1,194
45428,135.12,111.04,23
45430,135.12,111.08,96
45431,135.12,111.12,59
45448,135.12,113.06,10
45449,135.12,113.09,9
45450,135.12,113.1,12
45466,135.12,115.04,10
45482,135.12,117.07,114
45497,135.12,119.05,9
45499,135.12,119.08,98
45500,135.12,119.09,85
45508,135.12,120.09,11
45515,135.12,121.06,57
45516,135.12,121.07,9
45518,135.12,121.1,200
45519,135.12,121.11,9
45523,135.12,122.1,16
45528,135.12,123.08,81
45530,135.12,123.12,147
45544,135.12,125.06,24
45545,135.12,125.09,24
45546,135.12,125.1,28
45547,135.12,125.13,8
45565,135.12,127.04,32
45576,135.12,128.06,15
45585,135.12,129.05,9
45586,135.12,129.07,65
45593,135.12,130.08,15
45598,135.12,131.08,78
45599,135.12,131.09,67
45611,135.12,133.06,16
45614,135.12,133.09,14
45615,135.12,133.1,163
46257,137.06,55.06,9
46264,137.06,57.07,15
46291,137.06,67.05,9
46292,137.06,67.06,8
46297,137.06,69.07,12
46302,137.06,71.09,10
46316,137.06,79.05,14
46320,137.06,81.07,18
46322,137.06,82.06,8
46327,137.06,83.09,10
46333,137.06,85.1,11
46346,137.06,91.05,13
46349,137.06,93.07,17
46355,137.06,95.05,12
46357,137.06,95.09,10
46363,137.06,97.1,10
46379,137.06,105.07,14
46382,137.06,107.09,9
46386,137.06,109.06,8
46388,137.06,109.1,14
46394,137.06,111.12,9
46412,137.06,119.09,10
46414,137.06,121.06,12
46416,137.06,121.1,12
46422,137.06,123.08,9
46423,137.06,123.12,9
46450,137.06,133.1,14
46452,137.06,135.08,15
46453,137.06,135.12,12
46504,137.09,53.04,11
46509,137.09,55.02,10
46510,137.09,55.05,38
46520,137.09,57.03,17
46521,137.09,57.07,25
46526,137.09,59.05,11
46553,137.09,67.05,44
46558,137.09,69.03,21
46559,137.09,69.07,40
46566,137.09,71.05,33
46583,137.09,79.05,45
46592,137.09,81.03,9
46594,137.09,81.07,43
46602,137.09,83.05,33
46603,137.09,83.08,8
46604,137.09,83.09,26
46610,137.09,84.96,8
46612,137.09,85.06,34
46631,137.09,90.98,20
46634,137.09,91.05,42
46640,137.09,93.07,44
46644,137.09,95.05,35
46645,137.09,95.08,43
46655,137.09,97.06,35
46657,137.09,97.1,20
46665,137.09,99.08,14
46679,137.09,105.07,43
46684,137.09,107.05,15
46685,137.09,107.08,45
46691,137.09,109.06,37
46693,137.09,109.1,40
46702,137.09,111.08,33
46719,137.09,117.07,34
46724,137.09,119.08,48
46732,137.09,121.06,26
46733,137.09,121.1,42
46738,137.09,123.08,36
46740,137.09,123.12,33
46744,137.09,125.09,15
46757,137.09,128.06,9
46761,137.09,129.07,27
46764,137.09,130.08,8
46766,137.09,131.08,39
46769,137.09,133.06,11
46773,137.09,133.1,44
46779,137.09,135.08,37
46781,137.09,135.12,37
46801,137.1,53.04,8
46816,137.1,55.06,33
46828,137.1,57.03,11
46829,137.1,57.07,41
46838,137.1,59.05,8
46870,137.1,67.05,10
46871,137.1,67.06,39
46875,137.1,69.03,12
46876,137.1,69.07,45
46883,137.1,71.05,17
46885,137.1,71.09,25
46906,137.1,79.05,28
46907,137.1,79.06,13
46912,137.1,81.07,48
46922,137.1,83.05,24
46925,137.1,83.09,43
46932,137.1,85.07,17
46933,137.1,85.1,21
46945,137.1,89.06,14
46953,137.1,91.05,39
46958,137.1,93.07,45
46965,137.1,95.05,28
46968,137.1,95.09,43
46975,137.1,97.07,25
46976,137.1,97.1,32
47001,137.1,105.07,42
47007,137.1,107.09,42
47013,137.1,109.07,24
47014,137.1,109.1,48
47017,137.1,111.08,25
47018,137.1,111.12,20
47034,137.1,117.07,27
47040,137.1,119.09,42
47043,137.1,121.06,12
47046,137.1,121.1,44
47054,137.1,123.08,28
47055,137.1,123.12,37
47061,137.1,125.1,14
47078,137.1,129.07,19
47083,137.1,131.09,34
47090,137.1,133.1,41
47094,137.1,135.08,26
47095,137.1,135.12,41
47165,137.13,53.04,12
47179,137.13,55.02,13
47180,137.13,55.05,29
47181,137.13,55.06,26
47192,137.13,57.03,34
47193,137.13,57.07,58
47207,137.13,61.03,14
47234,137.13,67.05,50
47235,137.13,67.06,39
47244,137.13,69.03,27
47245,137.13,69.07,77
47254,137.13,71.05,42
47256,137.13,71.09,45
47267,137.13,73.03,22
47284,137.13,79.05,57
47285,137.13,79.06,15
47297,137.13,81.03,16
47299,137.13,81.07,81
47304,137.13,82.07,8
47306,137.13,83.05,32
47308,137.13,83.09,72
47316,137.13,85.03,37
47317,137.13,85.06,22
47318,137.13,85.07,17
47319,137.13,85.1,29
47334,137.13,90.98,8
47336,137.13,91.04,18
47337,137.13,91.05,58
47346,137.13,93.07,70
47352,137.13,95.05,27
47354,137.13,95.08,39
47355,137.13,95.09,45
47358,137.13,96.09,9
47364,137.13,97.03,29
47365,137.13,97.06,26
47366,137.13,97.07,24
47367,137.13,97.1,68
47369,137.13,99.04,21
47370,137.13,99.08,32
47401,137.13,105.07,60
47409,137.13,107.05,13
47411,137.13,107.08,32
47412,137.13,107.09,41
47416,137.13,109.03,11
47417,137.13,109.06,14
47418,137.13,109.07,13
47420,137.13,109.1,75
47424,137.13,111.04,13
47425,137.13,111.08,40
47426,137.13,111.12,36
47439,137.13,115.04,11
47447,137.13,117.07,40
47453,137.13,119.08,26
47454,137.13,119.09,38
47458,137.13,121.06,12
47461,137.13,121.1,71
47467,137.13,123.08,30
47469,137.13,123.12,73
47473,137.13,125.06,11
47475,137.13,125.1,16
47476,137.13,125.13,8
47483,137.13,127.04,23
47491,137.13,129.07,15
47495,137.13,131.08,22
47496,137.13,131.09,36
47504,137.13,133.1,61
47510,137.13,135.08,21
47511,137.13,135.12,69
48366,139.04,82.06,9
48417,139.07,55.05,11
48431,139.07,67.05,16
48433,139.07,69.03,9
48434,139.07,69.07,17
48437,139.07,71.05,13
48438,139.07,71.09,8
48444,139.07,73.03,8
48447,139.07,79.05,20
48453,139.07,81.07,20
48458,139.07,83.05,16
48461,139.07,83.09,16
48464,139.07,85.03,12
48465,139.07,85.06,8
48466,139.07,85.1,8
48477,139.07,91.04,9
48478,139.07,91.05,16
48481,139.07,93.07,25
48482,139.07,95.05,11
48483,139.07,95.08,16
48486,139.07,97.03,9
48488,139.07,97.06,18
48490,139.07,99.04,11
48501,139.07,105.07,12
48505,139.07,107.05,11
48506,139.07,107.08,19
48511,139.07,109.06,11
48512,139.07,109.1,15
48514,139.07,111.08,14
48526,139.07,117.07,9
48528,139.07,119.08,18
48533,139.07,121.06,18
48534,139.07,121.1,17
48538,139.07,123.08,9
48540,139.07,123.12,9
48543,139.07,125.06,16
48558,139.07,131.08,12
48563,139.07,133.1,11
48566,139.07,135.08,13
48567,139.07,135.12,16
48590,139.08,55.06,14
48595,139.08,57.07,19
48613,139.08,67.06,13
48616,139.08,69.07,17
48620,139.08,71.09,16
48635,139.08,81.07,16
48638,139.08,83.09,16
48641,139.08,85.1,16
48652,139.08,93.07,14
48656,139.08,95.09,16
48660,139.08,97.1,16
48671,139.08,105.07,11
48676,139.08,107.09,15
48682,139.08,109.1,16
48684,139.08,111.08,9
48685,139.08,111.12,13
48693,139.08,119.09,13
48697,139.08,121.1,15
48701,139.08,123.08,9
48702,139.08,123.12,11
48705,139.08,125.06,10
48715,139.08,131.09,10
48719,139.08,133.1,10
48720,139.08,135.08,11
48721,139.08,135.12,12
48723,139.08,137.06,8
48725,139.08,137.1,10
48726,139.08,137.13,8
48809,139.11,55.05,18
48810,139.11,55.06,14
48822,139.11,57.03,17
48823,139.11,57.07,28
48832,139.11,59.05,8
48860,139.11,67.05,32
48861,139.11,67.06,15
48865,139.11,69.03,19
48866,139.11,69.07,43
48873,139.11,71.05,28
48874,139.11,71.09,22
48891,139.11,79.05,37
48892,139.11,79.06,8
48898,139.11,81.03,8
48899,139.11,81.07,44
48906,139.11,83.05,27
48908,139.11,83.09,41
48912,139.11,85.03,16
48913,139.11,85.06,17
48914,139.11,85.07,12
48915,139.11,85.1,12
48925,139.11,89.06,10
48936,139.11,91.04,11
48937,139.11,91.05,34
48946,139.11,93.07,43
48952,139.11,95.05,20
48953,139.11,95.08,27
48954,139.11,95.09,19
48960,139.11,97.03,12
48961,139.11,97.06,22
48962,139.11,97.07,15
48963,139.11,97.1,31
48971,139.11,99.08,19
48993,139.11,105.07,31
49001,139.11,107.05,14
49003,139.11,107.08,28
49004,139.11,107.09,17
49015,139.11,109.06,10
49016,139.11,109.07,10
49018,139.11,109.1,41
49026,139.11,111.08,27
49027,139.11,111.12,20
49034,139.11,113.1,8
49050,139.11,117.07,24
49059,139.11,119.08,22
49060,139.11,119.09,16
49064,139.11,121.06,14
49067,139.11,121.1,43
49072,139.11,123.08,21
49073,139.11,123.12,36
49078,139.11,125.06,11
49080,139.11,125.1,16
49094,139.11,129.07,16
49098,139.11,131.08,22
49099,139.11,131.09,15
49109,139.11,133.1,29
49116,139.11,135.08,17
49117,139.11,135.12,41
49119,139.11,137.09,9
49120,139.11,137.1,10
49121,139.11,137.13,18
50216,141.07,55.05,11
50222,141.07,57.07,15
50243,141.07,67.05,13
50247,141.07,69.03,11
50248,141.07,69.07,16
50250,141.07,71.05,10
50266,141.07,79.05,12
50272,141.07,81.07,16
50274,141.07,83.05,16
50276,141.07,83.09,9
50283,141.07,85.06,8
50295,141.07,91.05,18
50298,141.07,93.07,16
50300,141.07,95.05,14
50301,141.07,95.08,11
50308,141.07,97.06,9
50327,141.07,105.07,17
50334,141.07,107.08,12
50340,141.07,109.06,11
50343,141.07,109.1,13
50349,141.07,111.08,9
50356,141.07,117.07,14
50358,141.07,119.08,12
50363,141.07,121.06,10
50365,141.07,121.1,15
50369,141.07,123.08,13
50370,141.07,123.12,12
50380,141.07,128.06,10
50383,141.07,129.07,15
50386,141.07,130.08,10
50387,141.07,131.08,12
50394,141.07,133.1,17
50397,141.07,135.08,13
50398,141.07,135.12,13
50401,141.07,137.09,8
50931,142.08,53.04,8
50942,142.08,55.05,21
50943,142.08,55.06,13
50958,142.08,57.07,27
50965,142.08,59.05,11
50997,142.08,67.05,26
50998,142.08,67.06,11
51002,142.08,69.03,17
51003,142.08,69.07,35
51010,142.08,71.05,22
51029,142.08,79.05,29
51037,142.08,81.07,34
51044,142.08,83.05,26
51047,142.08,83.09,23
51053,142.08,85.06,17
51068,142.08,89.06,8
51075,142.08,90.98,9
51076,142.08,91.05,35
51082,142.08,93.07,36
51084,142.08,95.05,33
51085,142.08,95.08,23
51086,142.08,95.09,15
51091,142.08,97.06,21
51092,142.08,97.07,10
51093,142.08,97.1,9
51118,142.08,105.07,34
51123,142.08,107.08,22
51124,142.08,107.09,15
51128,142.08,109.06,24
51129,142.08,109.07,9
51130,142.08,109.1,33
51138,142.08,111.08,20
51152,142.08,115.05,8
51154,142.08,117.07,32
51160,142.08,119.08,24
51161,142.08,119.09,13
51167,142.08,121.06,20
51170,142.08,121.1,34
51174,142.08,123.08,31
51176,142.08,123.12,30
51184,142.08,125.1,9
51194,142.08,128.06,15
51195,142.08,129.07,31
51198,142.08,130.08,14
51200,142.08,131.08,24
51201,142.08,131.09,15
51204,142.08,133.06,11
51208,142.08,133.1,34
51213,142.08,135.08,32
51214,142.08,135.12,31
51218,142.08,137.09,16
51219,142.08,137.1,11
51224,142.08,139.11,11
51227,142.08,141.07,11
51316,142.12,67.05,11
51336,142.12,82.06,16
51342,142.12,84.08,19
51344,142.12,84.96,10
51358,142.12,91.05,10
51360,142.12,93.07,16
51363,142.12,95.08,8
51365,142.12,96.08,9
51386,142.12,108.08,11
51404,142.12,119.05,12
51411,142.12,122.1,8
51415,142.12,124.11,10
51692,143.0,56.96,11
51723,143.0,98.97,11
51732,143.0,110.97,9
51734,143.0,112.99,9
51735,143.0,116.98,8
51747,143.0,124.99,8
51752,143.0,128.98,9
51755,143.0,131.0,8
51909,143.08,53.04,12
51915,143.08,55.02,13
51916,143.08,55.05,41
51927,143.08,57.03,17
51928,143.08,57.07,26
51934,143.08,59.05,14
51959,143.08,67.05,50
51967,143.08,69.03,23
51968,143.08,69.07,44
51975,143.08,71.05,33
51999,143.08,79.05,47
52004,143.08,81.03,8
52006,143.08,81.07,49
52013,143.08,83.05,34
52015,143.08,83.08,12
52016,143.08,83.09,28
52023,143.08,85.06,34
52046,143.08,90.98,22
52048,143.08,91.05,46
52054,143.08,93.07,50
52059,143.08,95.05,47
52060,143.08,95.08,51
52067,143.08,97.06,40
52069,143.08,97.1,20
52078,143.08,99.08,9
52093,143.08,105.07,48
52097,143.08,107.05,18
52098,143.08,107.08,49
