,parent,daughter,count
52,55.02,53.04,16
75,55.05,53.04,23
107,55.06,53.04,10
228,57.03,53.04,24
246,57.03,55.02,35
247,57.03,55.05,62
248,57.03,55.06,19
299,57.07,53.04,27
334,57.07,55.02,24
335,57.07,55.05,74
336,57.07,55.06,84
399,58.07,57.07,9
464,59.05,55.05,13
465,59.05,55.06,11
474,59.05,57.03,11
475,59.05,57.07,28
566,60.08,55.05,8
570,60.08,57.07,20
635,61.03,55.02,11
636,61.03,55.05,12
642,61.03,57.03,42
644,61.03,57.07,19
742,62.06,55.05,10
745,62.06,57.07,9
990,65.04,57.07,10
1185,67.05,53.04,30
1211,67.05,55.02,38
1212,67.05,55.05,125
1213,67.05,55.06,15
1239,67.05,57.03,86
1240,67.05,57.07,102
1262,67.05,59.05,16
1270,67.05,60.08,11
1278,67.05,61.03,28
1289,67.05,62.06,11
1323,67.05,65.04,9
1354,67.06,53.04,9
1372,67.06,55.02,8
1374,67.06,55.06,64
1386,67.06,57.03,24
1387,67.06,57.07,72
1411,67.06,61.03,13
1507,68.05,67.05,10
1623,69.03,53.04,27
1642,69.03,55.02,35
1643,69.03,55.05,50
1644,69.03,55.06,15
1663,69.03,57.03,73
1665,69.03,57.07,49
1678,69.03,59.05,17
1690,69.03,61.03,47
1737,69.03,67.05,82
1738,69.03,67.06,26
1784,69.07,53.04,36
1815,69.07,55.02,36
1816,69.07,55.05,115
1817,69.07,55.06,76
1852,69.07,57.03,93
1853,69.07,57.07,182
1885,69.07,59.05,24
1900,69.07,60.08,18
1907,69.07,61.03,32
1925,69.07,62.06,10
1969,69.07,65.04,12
1998,69.07,67.05,191
1999,69.07,67.06,94
2009,69.07,68.05,8
2253,71.01,57.03,10
2258,71.01,61.03,8
2264,71.01,69.03,10
2280,71.05,53.04,27
2297,71.05,55.02,37
2298,71.05,55.05,69
2299,71.05,55.06,23
2316,71.05,57.03,73
2317,71.05,57.07,64
2332,71.05,59.05,15
2340,71.05,61.03,25
2394,71.05,67.05,103
2395,71.05,67.06,32
2408,71.05,69.03,81
2409,71.05,69.07,106
2421,71.07,57.07,12
2428,71.07,60.08,33
2433,71.07,69.07,11
2443,71.08,57.07,15
2452,71.08,69.07,9
2479,71.09,53.04,12
2499,71.09,55.02,14
2500,71.09,55.05,32
2501,71.09,55.06,53
2522,71.09,57.03,42
2523,71.09,57.07,167
2537,71.09,58.07,10
2544,71.09,59.05,11
2554,71.09,60.08,15
2556,71.09,61.03,15
2613,71.09,67.05,66
2614,71.09,67.06,58
2629,71.09,69.03,31
2630,71.09,69.07,146
2841,72.08,58.07,9
2991,73.03,53.04,13
2999,73.03,55.02,23
3000,73.03,55.05,26
3008,73.03,57.03,51
3010,73.03,57.07,31
3020,73.03,61.03,57
3042,73.03,67.05,53
3043,73.03,67.06,16
3049,73.03,69.03,71
3050,73.03,69.07,71
3056,73.03,71.01,8
3057,73.03,71.05,41
3059,73.03,71.09,46
3079,73.06,57.07,9
3096,73.06,71.09,11
3109,73.07,55.06,13
3111,73.07,57.07,23
3125,73.07,67.06,8
3129,73.07,69.07,26
3132,73.07,71.09,30
3853,79.05,53.04,28
3877,79.05,55.02,38
3878,79.05,55.05,113
3879,79.05,55.06,33
3907,79.05,57.03,78
3908,79.05,57.07,92
3930,79.05,59.05,21
3946,79.05,61.03,18
3992,79.05,65.04,11
4018,79.05,67.05,187
4019,79.05,67.06,45
4028,79.05,68.05,9
4040,79.05,69.03,79
4041,79.05,69.07,186
4055,79.05,71.05,108
4057,79.05,71.09,59
4075,79.05,73.03,35
4133,79.06,55.06,21
4140,79.06,57.03,16
4141,79.06,57.07,26
4171,79.06,67.05,13
4172,79.06,67.06,34
4175,79.06,69.03,16
4176,79.06,69.07,39
4182,79.06,71.05,18
4184,79.06,71.09,20
4192,79.06,73.03,10
4400,80.05,68.05,9
4441,80.06,69.07,9
4633,81.03,53.04,25
4643,81.03,55.02,27
4644,81.03,55.05,29
4657,81.03,57.03,48
4659,81.03,57.07,24
4663,81.03,59.05,8
4669,81.03,61.03,33
4694,81.03,67.05,47
4695,81.03,67.06,9
4702,81.03,69.03,62
4703,81.03,69.07,44
4708,81.03,71.01,9
4709,81.03,71.05,45
4710,81.03,71.09,14
4721,81.03,73.03,48
4735,81.03,79.05,45
4809,81.07,53.04,37
4847,81.07,55.02,39
4848,81.07,55.05,118
4849,81.07,55.06,73
4887,81.07,57.03,102
4888,81.07,57.07,184
4920,81.07,59.05,26
4936,81.07,60.08,22
4943,81.07,61.03,38
4962,81.07,62.06,12
5010,81.07,65.04,14
5044,81.07,67.05,228
5045,81.07,67.06,101
5056,81.07,68.05,12
5069,81.07,69.03,106
5070,81.07,69.07,291
5081,81.07,70.07,8
5094,81.07,71.05,118
5095,81.07,71.07,14
5096,81.07,71.08,8
5097,81.07,71.09,137
5126,81.07,73.03,75
5128,81.07,73.07,17
5196,81.07,79.05,228
5197,81.07,79.06,42
5214,81.07,80.05,9
5215,81.07,80.06,9
5367,82.06,55.05,24
5376,82.06,57.03,23
5378,82.06,57.07,14
5381,82.06,58.07,11
5425,82.06,67.05,65
5430,82.06,68.05,17
5435,82.06,69.03,31
5436,82.06,69.07,26
5437,82.06,70.06,8
5440,82.06,71.05,33
5441,82.06,71.09,9
5450,82.06,73.03,9
5468,82.06,79.05,77
5473,82.06,80.05,8
5475,82.06,81.03,18
5484,82.07,57.07,10
5499,82.07,69.07,13
5511,82.07,79.05,8
5520,82.07,81.07,15
5667,83.05,53.04,24
5687,83.05,55.02,24
5688,83.05,55.05,63
5689,83.05,55.06,30
5710,83.05,57.03,51
5711,83.05,57.07,79
5727,83.05,59.05,25
5742,83.05,61.03,10
5772,83.05,65.04,8
5790,83.05,67.05,91
5791,83.05,67.06,31
5801,83.05,69.03,56
5802,83.05,69.07,110
5811,83.05,71.05,73
5812,83.05,71.09,39
5827,83.05,73.03,21
5852,83.05,79.05,102
5853,83.05,79.06,14
5865,83.05,81.03,28
5867,83.05,81.07,114
5879,83.07,55.05,9
5896,83.07,67.05,22
5897,83.07,68.05,8
5899,83.07,69.07,11
5902,83.07,71.05,10
5912,83.07,79.05,42
5917,83.07,81.07,21
5919,83.07,82.06,104
5931,83.08,55.05,20
5941,83.08,57.03,11
5942,83.08,57.07,18
5971,83.08,67.05,25
5978,83.08,69.03,8
5979,83.08,69.07,32
5983,83.08,71.05,12
5986,83.08,71.09,11
6002,83.08,79.05,22
6008,83.08,81.07,28
6052,83.09,53.04,28
6083,83.09,55.02,34
6084,83.09,55.05,98
6085,83.09,55.06,72
6112,83.09,57.03,82
6113,83.09,57.07,160
6141,83.09,59.05,18
6154,83.09,60.08,12
6160,83.09,61.03,29
6175,83.09,62.06,9
6233,83.09,67.05,145
6234,83.09,67.06,86
6252,83.09,69.03,70
6253,83.09,69.07,245
6271,83.09,71.05,89
6273,83.09,71.08,9
6274,83.09,71.09,139
6302,83.09,73.03,67
6304,83.09,73.07,30
6355,83.09,79.05,142
6356,83.09,79.06,37
6369,83.09,80.06,16
6383,83.09,81.03,38
6385,83.09,81.07,233
6395,83.09,82.06,12
6396,83.09,82.07,12
6557,84.08,55.05,15
6566,84.08,56.96,9
6568,84.08,57.03,18
6573,84.08,58.07,18
6589,84.08,61.03,10
6607,84.08,67.05,23
6609,84.08,68.05,9
6613,84.08,69.03,19
6614,84.08,69.07,16
6618,84.08,70.06,8
6624,84.08,71.05,16
6631,84.08,72.08,13
6636,84.08,73.03,18
6637,84.08,73.06,8
6654,84.08,79.05,22
6665,84.08,81.03,15
6666,84.08,81.07,28
6669,84.08,82.06,60
6671,84.08,83.05,11
6672,84.08,83.07,11
6813,84.96,55.05,22
6819,84.96,56.96,16
6822,84.96,57.07,14
6850,84.96,67.05,28
6857,84.96,69.03,8
6858,84.96,69.07,22
6868,84.96,71.05,14
6895,84.96,79.05,20
6905,84.96,81.07,28
6910,84.96,82.06,21
6913,84.96,83.05,11
6914,84.96,83.07,12
6916,84.96,83.09,10
6942,85.03,53.04,15
6956,85.03,55.02,26
6957,85.03,55.05,31
6958,85.03,55.06,11
6970,85.03,57.03,64
6972,85.03,57.07,34
6986,85.03,61.03,67
7024,85.03,67.05,67
7025,85.03,67.06,27
7035,85.03,69.03,91
7036,85.03,69.07,81
7044,85.03,71.01,9
7045,85.03,71.05,58
7046,85.03,71.09,41
7064,85.03,73.03,101
7085,85.03,79.05,60
7086,85.03,79.06,14
7104,85.03,81.03,59
7106,85.03,81.07,96
7111,85.03,82.06,28
7112,85.03,82.07,9
7116,85.03,83.05,40
7119,85.03,83.09,75
7153,85.06,53.04,13
7161,85.06,55.02,17
7162,85.06,55.05,53
7175,85.06,57.03,33
7176,85.06,57.07,36
7183,85.06,59.05,13
7216,85.06,67.05,71
7225,85.06,69.03,30
7226,85.06,69.07,66
7235,85.06,71.05,50
7236,85.06,71.09,15
7243,85.06,73.03,11
7261,85.06,79.05,66
7269,85.06,81.03,14
7271,85.06,81.07,64
7279,85.06,83.05,44
7280,85.06,83.08,9
7281,85.06,83.09,47
7301,85.07,55.06,22
7306,85.07,57.03,17
7307,85.07,57.07,26
7339,85.07,67.05,13
7340,85.07,67.06,30
7343,85.07,69.03,15
7344,85.07,69.07,35
7349,85.07,71.05,22
7350,85.07,71.09,19
7369,85.07,79.05,16
7370,85.07,79.06,17
7379,85.07,81.07,36
7383,85.07,83.05,25
7384,85.07,83.09,34
7427,85.1,55.05,21
7428,85.1,55.06,40
7442,85.1,57.03,28
7443,85.1,57.07,131
7451,85.1,58.07,8
7467,85.1,60.08,11
7469,85.1,61.03,9
7499,85.1,67.05,47
7500,85.1,67.06,40
7509,85.1,69.03,19
7510,85.1,69.07,106
7516,85.1,71.05,20
7517,85.1,71.07,10
7518,85.1,71.08,13
7519,85.1,71.09,142
7533,85.1,73.03,39
7534,85.1,73.06,11
7535,85.1,73.07,31
7551,85.1,79.05,39
7552,85.1,79.06,13
7559,85.1,80.06,12
7564,85.1,81.03,8
7565,85.1,81.07,105
7575,85.1,83.05,22
7578,85.1,83.09,118
7820,86.06,81.07,8
7850,86.1,55.05,9
7861,86.1,57.07,32
7863,86.1,58.07,9
7874,86.1,60.08,53
7887,86.1,67.05,15
7888,86.1,67.06,9
7892,86.1,69.07,32
7898,86.1,71.07,35
7900,86.1,71.09,25
7928,86.1,79.05,10
7941,86.1,81.07,38
7949,86.1,83.09,22
7959,86.1,85.1,25
8145,87.04,55.02,10
8146,87.04,55.05,10
8147,87.04,55.06,13
8153,87.04,57.03,19
8155,87.04,57.07,42
8161,87.04,59.05,9
8166,87.04,61.03,13
8183,87.04,67.05,11
8184,87.04,67.06,9
8189,87.04,69.03,25
8190,87.04,69.07,35
8193,87.04,71.01,8
8194,87.04,71.05,21
8196,87.04,71.09,46
8206,87.04,73.03,36
8207,87.04,73.06,14
8208,87.04,73.07,27
8219,87.04,79.05,11
8226,87.04,80.06,12
8230,87.04,81.03,18
8231,87.04,81.07,27
8235,87.04,82.06,12
8237,87.04,83.05,10
8240,87.04,83.09,49
8243,87.04,84.08,13
8247,87.04,85.03,18
8251,87.04,85.1,56
8679,89.06,55.05,9
8680,89.06,55.06,30
8696,89.06,57.03,9
8697,89.06,57.07,78
8758,89.06,67.05,21
8759,89.06,67.06,26
8770,89.06,69.03,11
8771,89.06,69.07,61
8779,89.06,71.05,11
8781,89.06,71.08,11
8782,89.06,71.09,77
8796,89.06,73.03,22
8797,89.06,73.06,14
8798,89.06,73.07,30
8819,89.06,79.05,21
8820,89.06,79.06,13
8827,89.06,80.06,14
8834,89.06,81.07,56
8845,89.06,83.05,14
8848,89.06,83.09,76
8862,89.06,85.1,82
8872,89.06,86.1,12
8877,89.06,87.04,66
9128,90.06,57.07,19
9138,90.06,69.07,17
9140,90.06,71.09,27
9145,90.06,73.03,13
9146,90.06,73.06,8
9147,90.06,73.07,17
9160,90.06,80.06,11
9163,90.06,81.07,14
9168,90.06,83.09,27
9172,90.06,85.1,35
9178,90.06,87.04,37
9179,90.06,89.06,43
9372,90.98,53.04,12
9386,90.98,55.02,9
9387,90.98,55.05,42
9408,90.98,57.03,16
9409,90.98,57.07,38
9420,90.98,59.05,11
9472,90.98,67.05,50
9484,90.98,69.03,20
9485,90.98,69.07,49
9497,90.98,71.05,27
9499,90.98,71.09,18
9548,90.98,79.05,48
9562,90.98,81.03,12
9564,90.98,81.07,61
9566,90.98,82.06,37
9571,90.98,83.05,27
9572,90.98,83.07,17
9573,90.98,83.08,13
9574,90.98,83.09,33
9579,90.98,84.08,18
9582,90.98,84.96,22
9585,90.98,85.06,20
9586,90.98,85.1,13
9609,90.98,89.06,12
9661,91.04,55.05,8
9665,91.04,57.03,29
9667,91.04,57.07,13
9674,91.04,61.03,46
9693,91.04,67.05,36
9694,91.04,67.06,16
9698,91.04,69.03,45
9699,91.04,69.07,48
9705,91.04,71.01,8
9706,91.04,71.05,25
9707,91.04,71.09,27
9715,91.04,73.03,61
9730,91.04,79.05,33
9731,91.04,79.06,9
9739,91.04,81.03,25
9740,91.04,81.07,59
9746,91.04,83.05,20
9748,91.04,83.09,42
9750,91.04,84.08,9
9752,91.04,85.03,81
9754,91.04,85.07,9
9755,91.04,85.1,17
9759,91.04,87.04,12
9809,91.05,53.04,33
9844,91.05,55.02,31
9845,91.05,55.05,101
9846,91.05,55.06,50
9881,91.05,57.03,79
9884,91.05,57.07,115
9909,91.05,59.05,19
9935,91.05,61.03,19
9992,91.05,65.04,17
10023,91.05,67.05,179
10024,91.05,67.06,69
10036,91.05,68.05,14
10047,91.05,69.03,88
10048,91.05,69.07,196
10056,91.05,70.07,8
10068,91.05,71.05,111
10071,91.05,71.09,72
10096,91.05,73.03,34
10097,91.05,73.06,10
10158,91.05,79.05,219
10159,91.05,79.06,31
10171,91.05,80.05,11
10183,91.05,81.03,43
10185,91.05,81.07,239
10196,91.05,82.06,177
10197,91.05,82.07,16
10207,91.05,83.05,114
10208,91.05,83.07,101
10209,91.05,83.08,24
10210,91.05,83.09,144
10220,91.05,84.08,36
10228,91.05,84.96,31
10229,91.05,85.03,63
10230,91.05,85.06,53
10231,91.05,85.07,30
10232,91.05,85.1,45
10244,91.05,86.1,18
10251,91.05,87.04,24
10269,91.05,89.06,39
10351,91.08,83.09,9
10352,91.08,85.1,8
10353,91.08,87.04,8
10354,91.08,89.06,9
10419,91.48,57.07,18
10461,91.48,67.05,14
10462,91.48,67.06,8
10468,91.48,69.07,24
10474,91.48,71.09,13
10485,91.48,73.03,11
10509,91.48,79.05,16
10528,91.48,81.07,27
10531,91.48,82.06,12
10536,91.48,83.09,20
10538,91.48,84.08,12
10540,91.48,84.96,9
10541,91.48,85.03,12
10543,91.48,85.1,12
10547,91.48,86.1,9
10558,91.48,89.06,11
10569,91.49,69.07,9
10572,91.49,71.09,9
10588,91.49,83.09,8
10591,91.49,85.1,8
10728,92.06,91.05,8
10909,93.03,55.05,11
10921,93.03,67.05,26
10924,93.03,69.03,9
10925,93.03,69.07,8
10928,93.03,71.05,12
10937,93.03,79.05,42
10941,93.03,81.07,23
10943,93.03,82.06,97
10945,93.03,83.05,16
10946,93.03,83.07,60
10949,93.03,84.08,10
10950,93.03,84.96,8
10956,93.03,90.98,16
10958,93.03,91.05,95
11043,93.07,53.04,34
11080,93.07,55.02,42
11081,93.07,55.05,122
11082,93.07,55.06,63
11117,93.07,57.03,97
11118,93.07,57.07,141
11144,93.07,59.05,25
11159,93.07,60.08,9
11166,93.07,61.03,33
11182,93.07,62.06,8
11229,93.07,65.04,15
11263,93.07,67.05,218
11264,93.07,67.06,89
11277,93.07,68.05,13
11291,93.07,69.03,105
11292,93.07,69.07,247
11302,93.07,70.07,8
11315,93.07,71.05,126
11317,93.07,71.08,8
11318,93.07,71.09,100
11347,93.07,73.03,59
11348,93.07,73.06,10
11416,93.07,79.05,249
11417,93.07,79.06,40
11433,93.07,80.05,10
11434,93.07,80.06,8
11447,93.07,81.03,52
11449,93.07,81.07,301
11461,93.07,82.06,151
11462,93.07,82.07,15
11473,93.07,83.05,121
11474,93.07,83.07,84
11475,93.07,83.08,26
11476,93.07,83.09,192
11486,93.07,84.08,37
11494,93.07,84.96,37
11496,93.07,85.03,89
11497,93.07,85.06,63
11498,93.07,85.07,34
11500,93.07,85.1,72
11512,93.07,86.1,21
11523,93.07,87.04,31
11542,93.07,89.06,48
11556,93.07,90.06,9
11567,93.07,90.98,67
11570,93.07,91.04,51
11571,93.07,91.05,330
11576,93.07,91.48,25
11905,94.06,79.05,8
11910,94.06,82.06,21
11914,94.06,83.07,17
11921,94.06,91.05,21
11924,94.06,93.03,12
11935,94.07,57.07,9
11947,94.07,67.06,9
11953,94.07,69.07,15
11972,94.07,79.05,13
11978,94.07,81.07,17
11986,94.07,83.09,14
12000,94.07,91.05,17
12005,94.07,93.07,18
12174,95.05,53.04,28
12196,95.05,55.02,27
12197,95.05,55.05,52
12198,95.05,55.06,29
12225,95.05,57.03,47
12226,95.05,57.07,57
12241,95.05,59.05,19
12296,95.05,65.04,8
12316,95.05,67.05,111
12317,95.05,67.06,39
12326,95.05,69.03,63
12327,95.05,69.07,111
12338,95.05,71.05,81
12339,95.05,71.09,28
12356,95.05,73.03,19
12392,95.05,79.05,120
12393,95.05,79.06,20
12408,95.05,81.03,38
12410,95.05,81.07,142
12418,95.05,82.06,43
12426,95.05,83.05,82
12427,95.05,83.07,17
12428,95.05,83.08,13
12429,95.05,83.09,85
12434,95.05,84.08,19
12440,95.05,84.96,11
12442,95.05,85.03,33
12443,95.05,85.06,38
12444,95.05,85.07,22
12445,95.05,85.1,19
12451,95.05,86.1,8
12459,95.05,87.04,10
12474,95.05,89.06,20
12491,95.05,90.98,28
12493,95.05,91.04,12
12494,95.05,91.05,137
12497,95.05,91.48,11
12505,95.05,93.03,17
12507,95.05,93.07,149
12561,95.08,53.04,29
12580,95.08,55.02,34
12581,95.08,55.05,120
12605,95.08,57.03,73
12606,95.08,57.07,104
12615,95.08,58.07,12
12624,95.08,59.05,17
12631,95.08,60.08,20
12638,95.08,61.03,18
12651,95.08,62.06,12
12672,95.08,65.04,10
12692,95.08,67.05,186
12701,95.08,68.05,9
12710,95.08,69.03,65
12711,95.08,69.07,164
12726,95.08,71.05,81
12727,95.08,71.07,16
12729,95.08,71.09,68
12744,95.08,73.03,46
12783,95.08,79.05,147
12804,95.08,81.03,34
12806,95.08,81.07,196
12812,95.08,82.06,43
12820,95.08,83.05,74
12821,95.08,83.07,18
12822,95.08,83.08,29
12823,95.08,83.09,125
12828,95.08,84.08,20
12833,95.08,84.96,27
12835,95.08,85.03,51
12836,95.08,85.06,67
12837,95.08,85.1,54
12848,95.08,86.1,24
12865,95.08,89.06,17
12882,95.08,90.98,53
12885,95.08,91.04,27
12886,95.08,91.05,136
12887,95.08,91.48,15
12896,95.08,93.03,16
12898,95.08,93.07,171
12937,95.09,53.04,12
12962,95.09,55.06,72
12981,95.09,57.03,30
12982,95.09,57.07,94
13000,95.09,59.05,9
13014,95.09,61.03,18
13067,95.09,67.05,40
13068,95.09,67.06,97
13078,95.09,69.03,35
13079,95.09,69.07,125
13094,95.09,71.05,36
13097,95.09,71.09,76
13115,95.09,73.03,24
13117,95.09,73.07,14
13148,95.09,79.05,60
13149,95.09,79.06,39
13166,95.09,81.03,15
13167,95.09,81.07,144
13175,95.09,82.07,9
13181,95.09,83.05,37
13184,95.09,83.09,114
13195,95.09,85.03,43
13197,95.09,85.07,34
13198,95.09,85.1,56
13204,95.09,86.1,14
13208,95.09,87.04,14
13220,95.09,89.06,39
13225,95.09,90.06,12
13233,95.09,91.04,32
13234,95.09,91.05,82
13238,95.09,91.48,13
13250,95.09,93.07,113
13261,95.09,94.07,10
13436,96.08,67.05,16
13443,96.08,69.07,8
13458,96.08,79.05,25
13465,96.08,81.07,19
13466,96.08,82.06,64
13469,96.08,83.07,54
13473,96.08,84.08,12
13474,96.08,84.96,10
13475,96.08,85.03,10
13486,96.08,90.98,13
13488,96.08,91.05,64
13490,96.08,93.03,37
13491,96.08,93.07,64
13492,96.08,94.06,14
13496,96.08,95.08,11
13500,96.09,55.06,8
13505,96.09,57.07,9
13516,96.09,67.06,10
13519,96.09,69.07,15
13528,96.09,79.05,9
13534,96.09,81.07,18
13541,96.09,83.09,14
13552,96.09,91.05,15
13559,96.09,93.07,15
13564,96.09,95.09,10
13894,97.03,53.04,15
13902,97.03,55.02,24
13903,97.03,55.05,27
13904,97.03,55.06,8
13912,97.03,57.03,68
13914,97.03,57.07,31
13933,97.03,61.03,65
13966,97.03,67.05,69
13967,97.03,67.06,21
13976,97.03,69.03,94
13977,97.03,69.07,76
13985,97.03,71.01,8
13986,97.03,71.05,57
13987,97.03,71.09,39
14002,97.03,73.03,100
14024,97.03,79.05,60
14025,97.03,79.06,12
14042,97.03,81.03,64
14044,97.03,81.07,96
14048,97.03,82.06,24
14052,97.03,83.05,32
14055,97.03,83.09,65
14059,97.03,84.08,23
14064,97.03,85.03,130
14065,97.03,85.06,12
14066,97.03,85.07,13
14067,97.03,85.1,23
14074,97.03,87.04,19
14095,97.03,91.04,79
14096,97.03,91.05,61
14098,97.03,91.48,12
14109,97.03,93.07,83
14120,97.03,95.05,37
14122,97.03,95.08,50
14123,97.03,95.09,37
14155,97.06,53.04,18
14169,97.06,55.02,24
14170,97.06,55.05,71
14188,97.06,57.03,46
14189,97.06,57.07,46
14203,97.06,59.05,13
14209,97.06,61.03,8
14245,97.06,67.05,96
14260,97.06,69.03,44
14261,97.06,69.07,95
14273,97.06,71.05,65
14274,97.06,71.09,28
14285,97.06,73.03,19
14312,97.06,79.05,97
14328,97.06,81.03,23
14330,97.06,81.07,99
14334,97.06,82.06,14
14339,97.06,83.05,64
14340,97.06,83.07,8
14341,97.06,83.08,16
14342,97.06,83.09,75
14347,97.06,84.08,11
14350,97.06,84.96,11
14352,97.06,85.03,30
14354,97.06,85.06,50
14356,97.06,85.1,17
14366,97.06,87.04,8
14375,97.06,89.06,9
14387,97.06,90.98,26
14389,97.06,91.04,17
14390,97.06,91.05,87
14391,97.06,91.48,9
14400,97.06,93.07,103
14409,97.06,95.05,64
14410,97.06,95.08,94
14411,97.06,95.09,9
14444,97.07,55.06,32
14452,97.07,57.03,18
14453,97.07,57.07,32
14500,97.07,67.05,14
14501,97.07,67.06,43
14504,97.07,69.03,21
14505,97.07,69.07,50
14512,97.07,71.05,26
14513,97.07,71.09,23
14539,97.07,79.05,27
14540,97.07,79.06,21
14547,97.07,81.03,8
14548,97.07,81.07,53
14557,97.07,83.05,26
14558,97.07,83.09,49
14564,97.07,85.03,19
14565,97.07,85.07,29
14566,97.07,85.1,14
14579,97.07,89.06,12
14586,97.07,91.04,13
14587,97.07,91.05,43
14596,97.07,93.07,50
14603,97.07,95.05,32
14605,97.07,95.09,51
14696,97.1,53.04,22
14719,97.1,55.02,29
14720,97.1,55.05,71
14721,97.1,55.06,56
14739,97.1,57.03,68
14740,97.1,57.07,137
14765,97.1,59.05,9
14776,97.1,60.08,12
14778,97.1,61.03,19
14814,97.1,65.04,10
14831,97.1,67.05,116
14832,97.1,67.06,69
14847,97.1,69.03,49
14848,97.1,69.07,204
14863,97.1,71.05,71
14865,97.1,71.08,8
14866,97.1,71.09,130
14889,97.1,73.03,55
14891,97.1,73.07,30
14932,97.1,79.05,108
14933,97.1,79.06,31
14945,97.1,80.06,12
14956,97.1,81.03,28
14958,97.1,81.07,183
14966,97.1,82.07,10
14970,97.1,83.05,64
14971,97.1,83.08,17
14972,97.1,83.09,201
14985,97.1,85.03,58
14986,97.1,85.06,39
14987,97.1,85.07,30
14988,97.1,85.1,110
14995,97.1,86.1,20
15000,97.1,87.04,45
15011,97.1,89.06,65
15022,97.1,90.06,29
15028,97.1,90.98,22
15030,97.1,91.04,33
15031,97.1,91.05,109
15033,97.1,91.08,10
15034,97.1,91.48,18
15035,97.1,91.49,10
15047,97.1,93.07,144
15060,97.1,94.07,11
15066,97.1,95.05,55
15068,97.1,95.08,99
15069,97.1,95.09,96
15073,97.1,96.09,11
15268,98.06,84.08,8
15464,98.97,56.96,11
15495,98.97,84.08,8
15520,98.98,55.05,11
15524,98.98,57.03,10
15525,98.98,57.07,19
15538,98.98,67.05,13
15544,98.98,69.07,12
15549,98.98,71.09,10
15563,98.98,79.05,9
15566,98.98,81.07,13
15571,98.98,83.09,11
15575,98.98,85.1,9
15589,98.98,93.07,12
15595,98.98,95.08,14
15603,98.98,97.1,9
15640,99.04,53.04,15
15646,99.04,55.02,22
15647,99.04,55.05,33
15658,99.04,57.03,46
15660,99.04,57.07,26
15675,99.04,61.03,29
15693,99.04,67.05,43
15699,99.04,69.03,52
15700,99.04,69.07,46
15706,99.04,71.01,9
15707,99.04,71.05,46
15708,99.04,71.09,20
15719,99.04,73.03,44
15733,99.04,79.05,40
15739,99.04,81.03,43
15741,99.04,81.07,46
15748,99.04,83.05,26
15751,99.04,83.09,45
15753,99.04,84.08,12
15758,99.04,85.03,54
15759,99.04,85.06,16
15761,99.04,85.1,15
15765,99.04,87.04,16
15777,99.04,91.04,21
15778,99.04,91.05,34
15785,99.04,93.07,44
15788,99.04,95.05,27
15789,99.04,95.08,35
15790,99.04,95.09,8
15794,99.04,97.03,53
15795,99.04,97.06,27
15797,99.04,97.1,35
15837,99.08,53.04,12
15846,99.08,55.02,14
15847,99.08,55.05,27
15848,99.08,55.06,10
15856,99.08,57.03,32
15857,99.08,57.07,29
15866,99.08,61.03,11
15893,99.08,67.05,40
15894,99.08,67.06,13
15898,99.08,69.03,23
15899,99.08,69.07,50
15906,99.08,71.05,36
15907,99.08,71.09,20
15916,99.08,73.03,15
15932,99.08,79.05,42
15940,99.08,81.03,13
15942,99.08,81.07,51
15945,99.08,82.06,8
15947,99.08,83.05,31
15950,99.08,83.09,44
15957,99.08,85.03,23
15959,99.08,85.06,25
15960,99.08,85.07,13
15961,99.08,85.1,9
15980,99.08,90.98,15
15982,99.08,91.04,14
15983,99.08,91.05,43
15992,99.08,93.07,49
15996,99.08,95.05,20
15997,99.08,95.08,35
15998,99.08,95.09,17
16005,99.08,97.03,19
16006,99.08,97.06,26
16007,99.08,97.07,12
16009,99.08,97.1,38
16034,99.12,55.06,14
16038,99.12,57.07,33
16054,99.12,67.06,9
16059,99.12,69.07,33
16063,99.12,71.09,37
16067,99.12,73.03,18
16069,99.12,73.07,26
16080,99.12,80.06,10
16083,99.12,81.07,22
16090,99.12,83.09,42
16095,99.12,85.1,46
16102,99.12,87.04,35
16104,99.12,89.06,42
16106,99.12,90.06,25
16110,99.12,91.08,8
16113,99.12,93.07,8
16118,99.12,95.09,17
16123,99.12,97.1,49
16294,100.07,67.05,8
16311,100.07,81.07,8
16313,100.07,82.06,12
16317,100.07,84.08,8
16319,100.07,84.96,8
16336,100.07,91.05,9
16341,100.07,93.07,11
16344,100.07,95.08,8
16631,101.02,61.03,11
16634,101.02,67.05,12
16637,101.02,69.03,14
16638,101.02,69.07,9
16642,101.02,73.03,18
16645,101.02,79.05,8
16648,101.02,81.03,11
16649,101.02,81.07,17
16656,101.02,85.03,19
16666,101.02,91.04,15
16669,101.02,93.07,14
16676,101.02,95.09,9
16678,101.02,97.03,20
16696,101.06,55.06,8
16701,101.06,57.07,15
16708,101.06,67.05,8
16711,101.06,69.07,11
16713,101.06,71.09,8
16716,101.06,79.05,9
16720,101.06,81.07,10
16723,101.06,83.05,13
16725,101.06,83.09,8
16738,101.06,91.05,9
16741,101.06,93.07,10
16755,101.1,55.05,8
16786,101.1,83.09,9
17103,102.07,71.09,8
17106,102.07,73.03,9
17113,102.07,80.06,11
17117,102.07,83.09,12
17118,102.07,85.1,16
17122,102.07,87.04,17
17123,102.07,89.06,19
17124,102.07,90.06,19
17133,102.07,97.1,21
17135,102.07,99.12,17
17375,102.97,56.96,9
